au13,year,lma,lma_stability,sub_lma,sub_lma_stability
552100,2001,17,1,2,1
552200,2001,17,1,2,1
552300,2001,17,1,2,1
552400,2001,17,1,2,1
552500,2001,17,1,2,1
552701,2001,17,1,4,1
552702,2001,17,1,4,1
552800,2001,17,1,4,1
552900,2001,17,1,5,1
553001,2001,17,1,6,0.78
553002,2001,17,1,5,0.68
553003,2001,17,1,5,1
553004,2001,17,1,5,1
553101,2001,17,1,5,1
553102,2001,17,1,5,1
553200,2001,17,1,7,1
553301,2001,17,1,7,1
553302,2001,17,1,7,1
553400,2001,17,1,5,1
553500,2001,17,1,5,1
553601,2001,17,1,5,1
553700,2001,17,1,8,0.812
553800,2001,17,1,9,1
553900,2001,17,1,9,1
554010,2001,17,1,9,1
554020,2001,17,1,9,1
554111,2001,17,1,9,1
554113,2001,17,1,9,1
554114,2001,17,1,9,1
554115,2001,17,1,9,1
554120,2001,17,1,9,1
554130,2001,17,1,9,1
554300,2001,18,1,1,1
554400,2001,17,1,10,1
554500,2001,18,1,1,1
554700,2001,17,1,10,1
554800,2001,18,1,1,1
554900,2001,7,0.78,9,1
555000,2001,7,0.78,9,1
555100,2001,7,0.78,9,1
555200,2001,18,1,2,1
555300,2001,18,1,3,0.74
555400,2001,18,1,4,1
555700,2001,18,1,5,1
555800,2001,18,1,5,1
555900,2001,18,1,5,1
556000,2001,18,1,5,1
556100,2001,18,1,5,1
556200,2001,18,1,5,1
556300,2001,18,1,5,0.54
556400,2001,18,1,5,1
556500,2001,18,1,2,1
556600,2001,18,1,2,1
556700,2001,18,1,2,0.844
556800,2001,18,1,6,0.244
556900,2001,18,1,2,1
557000,2001,18,1,5,0.756
557100,2001,18,1,2,1
557200,2001,18,1,2,1
557300,2001,18,1,6,0.268
557400,2001,18,1,6,0.256
557500,2001,18,1,2,0.828
557600,2001,18,1,6,0.22
557700,2001,18,1,2,1
557800,2001,18,1,7,0.304
557900,2001,18,1,2,1
558100,2001,18,1,7,0.304
558200,2001,18,1,7,0.304
558300,2001,18,1,8,1
558500,2001,15,1,3,0.912
558600,2001,15,1,4,1
558700,2001,15,1,4,1
558800,2001,18,1,5,1
558900,2001,15,1,5,1
559000,2001,15,1,4,1
559210,2001,15,1,4,1
559220,2001,15,1,4,1
559230,2001,15,1,5,1
559240,2001,18,1,5,1
559400,2001,15,1,4,1
559500,2001,15,1,5,1
559700,2001,15,1,6,1
560000,2001,15,1,7,0.976
560200,2001,15,1,8,1
560301,2001,15,1,9,0.976
560302,2001,15,1,9,0.976
560411,2001,15,1,6,1
560412,2001,15,1,6,1
560421,2001,15,1,6,1
560422,2001,15,1,6,1
560710,2001,15,1,6,1
560720,2001,15,1,6,1
560730,2001,15,1,6,1
560740,2001,15,1,6,1
560900,2001,15,1,5,1
561000,2001,15,1,10,0.836
561100,2001,15,1,10,0.836
561200,2001,15,1,8,1
561300,2001,15,1,11,1
561410,2001,15,1,6,1
561421,2001,15,1,5,1
561422,2001,15,1,10,0.836
561500,2001,15,1,11,1
561700,2001,15,1,11,1
561811,2001,15,1,8,1
561812,2001,15,1,8,1
561813,2001,15,1,8,1
561820,2001,15,1,8,1
561901,2001,15,1,12,0.86
561902,2001,15,1,8,1
562100,2001,15,1,8,1
562200,2001,15,1,8,1
562310,2001,15,1,8,1
562320,2001,15,1,8,1
562401,2001,15,1,8,1
562402,2001,15,1,8,1
562500,2001,15,1,8,1
562600,2001,15,1,8,1
562710,2001,15,1,8,1
562720,2001,15,1,8,1
562800,2001,15,1,8,1
562910,2001,15,1,8,1
562921,2001,15,1,8,1
562922,2001,15,1,8,1
563000,2001,15,1,8,1
563101,2001,15,1,8,1
563102,2001,15,1,8,1
563200,2001,15,1,8,1
563300,2001,15,1,8,1
563500,2001,15,1,11,1
563600,2001,15,1,11,1
563701,2001,16,1,2,1
563703,2001,16,1,2,1
563704,2001,16,1,2,1
563705,2001,16,1,2,1
563706,2001,16,1,2,1
563801,2001,15,1,8,1
563802,2001,15,1,13,0.604
563920,2001,16,1,2,1
564011,2001,15,1,11,1
564012,2001,15,1,11,1
564013,2001,15,1,11,1
564021,2001,15,1,11,1
564022,2001,16,0.92,2,1
564023,2001,16,0.924,2,1
564210,2001,15,1,11,1
564220,2001,15,1,11,1
564231,2001,15,1,11,1
564232,2001,15,1,11,1
564240,2001,15,1,11,1
564400,2001,16,0.92,2,1
564510,2001,16,1,3,1
564520,2001,16,1,3,1
564530,2001,16,1,3,1
564601,2001,16,1,4,1
564602,2001,16,1,3,1
564800,2001,16,1,5,1
564900,2001,16,1,5,1
565000,2001,16,1,5,1
565100,2001,16,1,5,1
565200,2001,16,1,5,1
565300,2001,16,1,5,1
565400,2001,16,1,5,1
565601,2001,16,1,4,1
565602,2001,16,1,4,1
565603,2001,16,1,4,1
565604,2001,16,1,4,1
565700,2001,16,1,4,1
565901,2001,16,1,2,1
565902,2001,16,1,2,1
565903,2001,16,1,2,1
566000,2001,16,1,2,1
566101,2001,16,1,2,1
566102,2001,16,1,2,1
566200,2001,16,1,2,1
566301,2001,16,0.644,6,0.744
566302,2001,16,1,2,1
566500,2001,16,1,3,1
566610,2001,16,1,3,1
566620,2001,16,1,3,1
566700,2001,16,1,3,1
566800,2001,16,1,3,1
566900,2001,16,1,3,1
567000,2001,16,1,3,1
567100,2001,16,1,3,1
567200,2001,16,1,3,1
567300,2001,16,1,3,1
567400,2001,16,1,3,1
567500,2001,16,1,3,1
567600,2001,16,1,3,1
567700,2001,16,1,3,1
567800,2001,16,1,3,1
567901,2001,16,1,3,1
567902,2001,16,1,3,1
568101,2001,16,1,5,1
568102,2001,16,1,5,1
568103,2001,16,1,5,1
568104,2001,16,1,5,1
568201,2001,16,1,5,1
568202,2001,16,1,5,1
568301,2001,16,1,5,1
568302,2001,16,1,5,1
568303,2001,16,1,5,1
568401,2001,16,1,5,1
568402,2001,16,1,5,1
568501,2001,16,1,5,1
568502,2001,16,1,5,1
568601,2001,16,1,5,1
568602,2001,16,1,5,1
568701,2001,16,1,5,1
568702,2001,16,1,5,1
568800,2001,16,1,5,1
568900,2001,16,1,5,1
569001,2001,16,1,5,1
569002,2001,16,1,5,1
569100,2001,16,1,5,1
569201,2001,16,1,5,1
569202,2001,16,1,5,1
569301,2001,16,1,5,1
569302,2001,16,1,5,1
569401,2001,16,1,5,1
569402,2001,16,1,5,1
569500,2001,16,1,5,1
569600,2001,16,1,5,1
569800,2001,16,1,5,1
569900,2001,16,1,5,1
570000,2001,16,1,5,1
570100,2001,16,1,5,1
570300,2001,16,1,5,1
570400,2001,16,1,4,1
570500,2001,16,1,4,1
570600,2001,16,1,4,1
570700,2001,16,1,4,1
570800,2001,16,1,4,1
570900,2001,16,1,4,1
571000,2001,16,1,4,1
571100,2001,16,1,4,1
571200,2001,16,1,4,1
571300,2001,16,1,4,1
571400,2001,16,1,4,1
571501,2001,16,1,4,1
571502,2001,16,1,4,1
571600,2001,16,1,4,1
571800,2001,16,1,4,1
571900,2001,16,1,4,1
572000,2001,16,1,4,1
572100,2001,16,1,4,1
572200,2001,16,1,4,1
572300,2001,16,1,4,1
572500,2001,16,1,4,1
572600,2001,16,1,4,1
572701,2001,16,1,4,1
572702,2001,16,1,4,1
572900,2001,16,1,7,1
573000,2001,16,1,7,1
573101,2001,16,1,7,1
573200,2001,16,1,7,1
573300,2001,16,1,7,1
573400,2001,16,1,7,1
573511,2001,16,1,7,0.768
573513,2001,16,1,7,1
573514,2001,16,1,7,1
573522,2001,16,1,4,1
573523,2001,16,1,7,1
573524,2001,16,1,7,1
573525,2001,16,1,4,1
573526,2001,16,1,5,1
573600,2001,16,1,7,1
573700,2001,16,1,7,1
573801,2001,16,1,7,1
573802,2001,16,1,7,1
573901,2001,16,1,7,1
573902,2001,16,1,7,1
573903,2001,16,1,7,1
574001,2001,16,1,7,1
574002,2001,16,1,4,0.968
574100,2001,16,1,7,1
574200,2001,16,1,7,1
574302,2001,16,1,7,1
574303,2001,16,1,5,1
574304,2001,16,1,7,1
574401,2001,16,1,7,1
574402,2001,16,1,7,1
574500,2001,16,1,7,0.68
574600,2001,16,1,7,1
574701,2001,16,1,7,1
574702,2001,16,1,7,1
574703,2001,16,1,7,1
574800,2001,16,1,7,1
574900,2001,16,1,7,1
575000,2001,16,1,7,1
575100,2001,16,1,7,1
575200,2001,16,1,7,1
575300,2001,16,1,7,1
575400,2001,16,1,7,1
575500,2001,16,1,7,1
575600,2001,16,1,7,1
575701,2001,16,1,7,1
575702,2001,16,1,7,1
575800,2001,16,1,7,1
575901,2001,16,1,7,1
575902,2001,16,1,7,1
576001,2001,16,1,7,1
576002,2001,16,1,7,1
576100,2001,16,1,7,1
576200,2001,16,1,7,1
576301,2001,16,1,7,1
576302,2001,16,1,7,1
576400,2001,16,1,7,1
576500,2001,16,1,7,1
576600,2001,16,1,7,1
576700,2001,16,1,7,1
576800,2001,16,1,7,1
576901,2001,16,1,7,1
576903,2001,16,1,7,1
577000,2001,16,1,7,1
577101,2001,16,1,7,1
577102,2001,16,1,7,1
577200,2001,16,1,7,1
577301,2001,16,1,7,1
577302,2001,16,1,7,1
577400,2001,16,1,7,1
577500,2001,16,1,7,1
577601,2001,16,1,7,1
577602,2001,16,1,7,1
577700,2001,16,1,7,0.8
577900,2001,15,1,14,1
578000,2001,15,1,14,1
578100,2001,19,1,1,1
578200,2001,19,1,1,1
578301,2001,19,1,2,0.984
578302,2001,19,1,3,1
578401,2001,19,1,4,0.76
578402,2001,19,1,5,1
578600,2001,19,1,3,1
578700,2001,19,1,3,1
578800,2001,19,1,3,1
578901,2001,19,1,3,1
578902,2001,19,1,3,1
579000,2001,19,1,3,1
579100,2001,19,1,3,1
579200,2001,19,1,3,1
579400,2001,19,1,3,1
579501,2001,19,1,6,1
579502,2001,19,1,6,1
579700,2001,19,1,6,1
579802,2001,19,1,7,1
579803,2001,19,1,8,1
579900,2001,19,1,8,1
580000,2001,19,1,8,1
580100,2001,19,1,8,1
580200,2001,20,1,1,1
580300,2001,20,1,2,1
580410,2001,20,1,3,1
580420,2001,20,1,4,0.524
580431,2001,20,1,5,0.468
580432,2001,20,1,6,1
580442,2001,20,1,7,1
580446,2001,20,1,1,1
580447,2001,20,1,2,1
580448,2001,20,1,8,0.492
580449,2001,20,1,9,0.82
580450,2001,20,1,2,0.832
580451,2001,20,1,10,1
580452,2001,20,1,4,0.496
580600,2001,21,1,1,1
580801,2001,20,1,10,1
580802,2001,20,1,10,1
580900,2001,22,1,1,1
581100,2001,20,1,7,1
581210,2001,20,1,6,1
581220,2001,20,1,6,1
581230,2001,20,1,6,1
581240,2001,20,1,6,1
581250,2001,20,1,6,1
581260,2001,20,1,6,1
581400,2001,22,1,2,1
581500,2001,22,1,2,1
581601,2001,21,1,2,1
581602,2001,21,1,2,1
581713,2001,21,1,3,1
581715,2001,21,1,3,1
581717,2001,21,1,4,1
581720,2001,21,1,4,1
581721,2001,21,1,4,1
581723,2001,21,1,3,1
581724,2001,21,1,4,1
581726,2001,21,1,4,1
581811,2001,21,1,4,1
581812,2001,21,1,3,0.932
581822,2001,21,1,4,1
581823,2001,21,1,4,1
581825,2001,21,1,5,1
581832,2001,21,1,6,1
581833,2001,21,1,6,1
581834,2001,21,1,4,1
581836,2001,21,1,4,1
581841,2001,21,1,1,1
581842,2001,21,1,1,1
581843,2001,21,1,1,1
581844,2001,21,1,1,1
581850,2001,21,1,6,1
582000,2001,21,1,3,1
582100,2001,21,1,3,1
582200,2001,21,1,3,1
582300,2001,21,1,3,1
582401,2001,21,1,3,1
582402,2001,21,1,3,1
582500,2001,21,1,3,1
582600,2001,21,1,3,1
582700,2001,21,1,3,1
582800,2001,21,1,3,1
582900,2001,21,1,3,1
583000,2001,21,1,3,1
583100,2001,21,1,3,1
583201,2001,21,1,3,1
583202,2001,21,1,3,1
583300,2001,21,1,3,1
583400,2001,21,1,3,1
583500,2001,21,1,3,1
583600,2001,21,1,3,1
583700,2001,21,1,3,1
583800,2001,21,1,3,1
583900,2001,21,1,3,1
584000,2001,21,1,3,1
584201,2001,21,1,4,1
584202,2001,21,1,4,1
584301,2001,21,1,6,1
584303,2001,21,1,6,1
584305,2001,21,1,3,0.932
584402,2001,23,1,1,1
584403,2001,23,1,2,1
584404,2001,23,1,2,1
584405,2001,23,1,2,1
584407,2001,23,1,1,1
584408,2001,23,1,2,1
584409,2001,23,1,2,1
584410,2001,23,1,2,1
584411,2001,23,1,3,1
584412,2001,23,1,4,1
584500,2001,23,1,2,1
584600,2001,23,1,4,1
584701,2001,23,1,4,1
584702,2001,23,1,4,1
584703,2001,23,1,5,1
584800,2001,23,1,6,1
584911,2001,23,1,6,1
584912,2001,23,1,6,1
584922,2001,23,1,7,1
584923,2001,23,1,6,1
584930,2001,23,1,6,1
584931,2001,23,1,3,1
584932,2001,23,1,6,1
584933,2001,23,1,7,1
584934,2001,23,1,7,1
584935,2001,23,1,6,1
584936,2001,23,1,7,0.856
584937,2001,23,1,7,1
584938,2001,23,1,7,1
584939,2001,23,1,8,1
584940,2001,23,1,9,1
585000,2001,23,1,6,1
585110,2001,23,1,6,1
585120,2001,23,1,6,1
585130,2001,23,1,6,1
585140,2001,23,1,6,1
585306,2001,23,1,8,1
585307,2001,23,1,10,1
585309,2001,23,1,10,1
585311,2001,23,1,11,1
585312,2001,23,1,11,1
585313,2001,23,1,12,1
585314,2001,23,1,8,1
585315,2001,23,1,8,1
585316,2001,23,1,10,1
585317,2001,23,1,10,1
585318,2001,23,1,10,0.984
585319,2001,23,1,10,1
585320,2001,23,1,13,0.972
585321,2001,23,1,11,1
585322,2001,23,1,11,1
585323,2001,23,1,12,1
585324,2001,23,1,12,1
585325,2001,23,1,12,1
585400,2001,23,1,10,1
585502,2001,22,1,1,1
585504,2001,22,1,3,1
585505,2001,22,1,4,1
585506,2001,22,1,4,1
585601,2001,22,1,5,1
585602,2001,22,1,5,1
585700,2001,24,1,1,0.672
585802,2001,24,1,1,0.672
585803,2001,24,1,1,0.672
585805,2001,24,1,2,1
585806,2001,24,1,2,1
585807,2001,24,1,2,1
585808,2001,24,1,2,1
586001,2001,24,1,3,0.948
586002,2001,24,1,2,0.988
586112,2001,24,1,2,1
586114,2001,24,1,2,1
586115,2001,24,1,2,1
586120,2001,24,1,2,1
586121,2001,24,1,2,1
586122,2001,24,1,2,1
586124,2001,24,1,2,1
586126,2001,24,1,2,1
586127,2001,24,1,2,1
586128,2001,24,1,2,1
586129,2001,24,1,2,1
586130,2001,24,1,2,1
586303,2001,24,1,2,1
586304,2001,24,1,2,1
586305,2001,24,1,2,1
586306,2001,24,1,2,1
586307,2001,24,1,2,1
586308,2001,24,1,2,1
586403,2001,24,1,2,0.988
586404,2001,24,1,2,0.988
586405,2001,24,1,2,0.988
586407,2001,24,1,2,0.988
586408,2001,24,1,2,0.988
586409,2001,24,1,2,0.988
586501,2001,24,1,2,0.988
586503,2001,24,1,2,0.988
586504,2001,24,1,2,0.988
586603,2001,24,1,2,1
586604,2001,24,1,2,1
586605,2001,24,1,2,1
586606,2001,24,1,2,1
586801,2001,24,1,2,0.688
586802,2001,24,1,2,0.688
586900,2001,24,1,4,1
587010,2001,24,1,4,1
587020,2001,24,1,5,0.92
587100,2001,24,1,4,1
587302,2001,24,1,5,0.76
587303,2001,24,1,5,1
587304,2001,24,1,5,0.76
587400,2001,24,1,5,1
587500,2001,24,1,5,1
587701,2001,24,1,5,1
587702,2001,24,1,5,1
587811,2001,24,1,3,0.948
587812,2001,24,1,5,1
587821,2001,24,1,5,1
587822,2001,24,1,5,1
587830,2001,24,1,5,1
587842,2001,24,1,5,1
587844,2001,24,1,6,0.62
587845,2001,24,1,5,0.76
587846,2001,24,1,6,0.54
587847,2001,24,1,6,0.62
587848,2001,24,1,5,1
587849,2001,24,1,5,0.984
587902,2001,24,1,3,0.844
587903,2001,24,1,5,0.744
587904,2001,24,1,5,0.936
587905,2001,24,1,5,0.936
588101,2001,24,1,3,0.948
588102,2001,24,1,3,0.948
588200,2001,24,1,3,0.948
588300,2001,24,1,3,0.948
588401,2001,24,1,3,0.944
588402,2001,24,1,3,0.948
588500,2001,24,1,3,0.948
588600,2001,24,1,3,0.948
588700,2001,24,1,3,0.948
588800,2001,24,1,3,0.948
588900,2001,24,1,3,0.948
589000,2001,24,1,3,0.928
589100,2001,24,1,3,0.912
589200,2001,24,1,3,0.632
589300,2001,24,1,7,0.476
589400,2001,24,1,3,0.912
589500,2001,24,1,3,0.596
589601,2001,24,1,3,0.896
589602,2001,24,1,3,0.876
589700,2001,24,1,3,0.912
589800,2001,24,1,3,0.848
589900,2001,24,1,3,0.872
590000,2001,24,1,3,0.912
590100,2001,24,1,3,0.844
590200,2001,24,1,3,0.844
590300,2001,24,1,6,0.58
590400,2001,24,1,2,0.52
590501,2001,24,1,7,0.856
590504,2001,24,1,7,0.792
590505,2001,24,1,7,0.832
590506,2001,24,1,3,0.944
590507,2001,24,1,3,0.364
590602,2001,24,1,7,0.92
590603,2001,24,1,7,0.92
590604,2001,24,1,2,0.988
590701,2001,24,1,3,0.896
590702,2001,24,1,3,0.848
590800,2001,24,1,3,0.848
590900,2001,24,1,6,0.62
591101,2001,24,1,6,0.62
591102,2001,24,1,6,0.528
591200,2001,24,1,7,1
591300,2001,24,1,7,1
591500,2001,24,1,7,0.76
591600,2001,24,1,7,0.548
591700,2001,24,1,7,0.76
591800,2001,24,1,3,0.948
591900,2001,24,1,3,0.948
592000,2001,24,1,3,0.948
592100,2001,24,1,7,0.472
592200,2001,24,1,7,0.472
592300,2001,24,1,7,0.508
592401,2001,24,1,7,0.548
592402,2001,24,1,7,0.74
592500,2001,24,1,7,0.76
592600,2001,24,1,7,0.76
592701,2001,24,1,7,0.76
592702,2001,24,1,7,0.832
592811,2001,24,1,7,0.832
592812,2001,24,1,7,0.816
592820,2001,24,1,7,0.832
592900,2001,24,1,7,0.832
593000,2001,24,1,7,1
593100,2001,24,1,7,1
593200,2001,24,1,7,0.76
593300,2001,24,1,7,0.76
593400,2001,24,1,7,0.76
593501,2001,24,1,7,0.76
593502,2001,24,1,7,1
593600,2001,24,1,7,1
593700,2001,24,1,7,1
593800,2001,24,1,7,1
593900,2001,24,1,7,1
594010,2001,24,1,7,1
594020,2001,24,1,7,1
594100,2001,24,1,7,1
594200,2001,24,1,7,1
594300,2001,24,1,7,1
594400,2001,24,1,6,0.496
594500,2001,24,1,7,1
594600,2001,24,1,6,0.496
594700,2001,24,1,6,0.62
594800,2001,24,1,6,0.62
594900,2001,24,1,6,0.62
595000,2001,24,1,6,0.62
595100,2001,24,1,6,0.592
595200,2001,24,1,6,0.62
595300,2001,24,1,6,0.592
595400,2001,24,1,6,0.6
595500,2001,24,1,6,0.62
595600,2001,24,1,7,0.956
595700,2001,24,1,7,0.964
595800,2001,24,1,7,0.964
595900,2001,24,1,7,0.964
596000,2001,24,1,7,0.788
596102,2001,24,1,7,0.796
596200,2001,24,1,7,0.796
596400,2001,24,1,7,0.996
596502,2001,24,1,8,0.26
596503,2001,24,1,8,0.26
596600,2001,24,1,8,0.26
596800,2001,25,1,1,1
596901,2001,25,1,2,1
596902,2001,25,1,3,1
597000,2001,26,1,1,1
597101,2001,24,1,9,0.264
597200,2001,24,1,5,0.936
597300,2001,24,1,10,0.9
597400,2001,24,1,10,0.9
597503,2001,24,1,10,0.9
597506,2001,24,1,10,0.9
597507,2001,24,1,5,0.94
597508,2001,24,1,5,1
597509,2001,24,1,5,1
597510,2001,24,1,5,1
597512,2001,24,1,5,0.936
597513,2001,24,1,5,0.936
597600,2001,27,1,1,1
597712,2001,27,1,2,0.8
597713,2001,27,1,3,0.496
597714,2001,27,1,4,1
597715,2001,27,1,4,1
597720,2001,27,1,1,1
597730,2001,27,1,5,1
597741,2001,27,1,6,1
597742,2001,27,1,6,1
597811,2001,27,1,4,1
597812,2001,27,1,4,1
597820,2001,27,1,4,1
597830,2001,27,1,4,1
597840,2001,27,1,4,1
597850,2001,27,1,4,1
597860,2001,27,1,4,1
598000,2001,28,1,1,1
598201,2001,28,1,2,1
598202,2001,28,1,2,1
598311,2001,28,1,3,0.568
598312,2001,28,1,1,1
598313,2001,28,1,4,0.988
598314,2001,28,1,2,1
598320,2001,28,1,4,0.988
598500,2001,28,1,1,1
598600,2001,28,1,1,1
598700,2001,28,1,2,1
598800,2001,28,1,2,1
598900,2001,28,1,2,1
599000,2001,28,1,2,1
599100,2001,28,1,2,1
599200,2001,28,1,2,1
599300,2001,28,1,2,1
599400,2001,28,1,2,1
599500,2001,28,1,2,1
599600,2001,28,1,2,1
599700,2001,28,1,2,1
599800,2001,28,1,2,1
599900,2001,28,1,2,1
600100,2001,28,1,5,1
600200,2001,28,1,5,1
600312,2001,28,1,5,1
600320,2001,28,1,5,1
600323,2001,28,1,5,1
600410,2001,28,1,6,1
600420,2001,28,1,2,1
600500,2001,28,1,6,1
600600,2001,28,1,7,1
600811,2001,28,1,7,1
600812,2001,28,1,7,1
600813,2001,28,1,7,1
600822,2001,28,1,8,1
600824,2001,28,1,8,1
600826,2001,28,1,7,1
600827,2001,28,1,8,1
600828,2001,28,1,7,1
600830,2001,28,1,8,1
600831,2001,28,1,8,1
600840,2001,28,1,8,1
601010,2001,28,1,7,1
601020,2001,28,1,7,1
601030,2001,28,1,7,1
601040,2001,28,1,7,1
601200,2001,29,1,1,1
601301,2001,29,1,1,1
601302,2001,29,1,2,1
601400,2001,29,1,1,1
601500,2001,29,1,3,0.948
601602,2001,29,1,1,1
601603,2001,29,1,1,1
601604,2001,29,1,1,1
601605,2001,29,1,1,0.908
601700,2001,29,1,1,1
601900,2001,29,1,4,1
602000,2001,29,1,4,1
602100,2001,29,1,4,0.988
602200,2001,29,1,5,1
602300,2001,29,1,2,1
602411,2001,29,1,5,1
602412,2001,29,1,5,1
602421,2001,29,1,3,0.472
602422,2001,29,1,5,0.6
602500,2001,29,1,5,1
602600,2001,29,1,2,1
602800,2001,29,1,4,1
602900,2001,29,1,6,0.628
603000,2001,29,1,6,0.968
603100,2001,29,1,6,0.92
603210,2001,29,1,6,1
603220,2001,29,1,6,1
603300,2001,29,1,6,1
603400,2001,29,1,6,1
603500,2001,29,1,6,1
603601,2001,29,1,6,1
603602,2001,29,1,6,1
603710,2001,29,1,6,1
603720,2001,29,1,6,1
603810,2001,29,1,6,1
603820,2001,29,1,6,0.968
603910,2001,29,1,6,0.968
603920,2001,29,1,6,0.876
603930,2001,29,1,4,0.992
604010,2001,29,1,6,0.976
604020,2001,29,1,6,0.976
604110,2001,29,1,6,0.92
604120,2001,29,1,6,0.876
604130,2001,29,1,4,0.992
604210,2001,29,1,4,0.936
604221,2001,29,1,4,0.968
604222,2001,29,1,6,0.648
604300,2001,29,1,4,0.936
604410,2001,29,1,4,0.936
604420,2001,29,1,4,0.888
604500,2001,29,1,4,0.888
604611,2001,29,1,6,0.784
604612,2001,29,1,6,0.92
604620,2001,29,1,6,0.92
604710,2001,29,1,6,0.964
604720,2001,29,1,6,1
604810,2001,29,1,6,0.928
604821,2001,29,1,6,0.564
604822,2001,29,1,6,0.992
604830,2001,29,1,7,0.82
604901,2001,29,1,7,0.82
604902,2001,29,1,7,0.82
605100,2001,29,1,3,0.948
605200,2001,29,1,3,0.948
605400,2001,29,1,4,0.888
605500,2001,29,1,4,0.924
605600,2001,29,1,4,0.936
605800,2001,29,1,4,1
605910,2001,29,1,4,1
605920,2001,29,1,4,1
606100,2001,29,1,5,1
606210,2001,29,1,5,1
606220,2001,29,1,5,1
606300,2001,29,1,5,1
606500,2001,29,1,8,1
606600,2001,29,1,8,1
606700,2001,29,1,8,1
606800,2001,29,1,8,1
606900,2001,29,1,8,1
607000,2001,29,1,8,1
607100,2001,29,1,8,1
607200,2001,29,1,8,1
607300,2001,29,1,8,1
607400,2001,29,1,8,1
607501,2001,30,1,1,1
607502,2001,31,1,1,1
607600,2001,31,1,1,1
607700,2001,31,1,1,1
607800,2001,30,1,1,1
607900,2001,30,1,2,1
608000,2001,30,1,2,1
608100,2001,30,1,2,1
608302,2001,30,1,3,1
608303,2001,30,1,3,1
608304,2001,30,1,4,1
608500,2001,30,1,3,1
608600,2001,30,1,5,1
608700,2001,30,1,6,1
608800,2001,30,1,4,1
609011,2001,31,1,2,1
609013,2001,30,1,7,0.992
609014,2001,30,1,8,1
609022,2001,30,1,6,1
609023,2001,30,1,6,1
609027,2001,30,1,6,1
609028,2001,30,1,6,0.96
609029,2001,30,1,4,1
609031,2001,30,1,6,1
609032,2001,30,1,6,1
609033,2001,30,1,6,1
609034,2001,30,1,6,1
609035,2001,30,1,6,1
609200,2001,30,1,6,1
609302,2001,30,1,6,1
609303,2001,30,1,6,1
609304,2001,30,1,6,1
609400,2001,31,1,3,1
609500,2001,31,1,3,0.988
609600,2001,31,1,3,1
609700,2001,31,1,4,1
609800,2001,31,1,4,1
609911,2001,31,1,5,1
609912,2001,31,1,5,1
609913,2001,31,1,5,1
609914,2001,31,1,5,1
609921,2001,31,1,5,1
609922,2001,31,1,5,1
610010,2001,31,1,6,1
610020,2001,31,1,3,1
610031,2001,31,1,3,0.988
610032,2001,31,1,6,1
610033,2001,31,1,6,1
610040,2001,31,1,7,1
610051,2001,31,1,8,0.996
610052,2001,31,1,8,0.996
610061,2001,31,1,4,0.8
610062,2001,31,1,5,1
610072,2001,31,1,4,1
610073,2001,31,1,4,1
610074,2001,31,1,5,1
610075,2001,31,1,5,1
610080,2001,31,1,9,0.776
610090,2001,31,1,8,0.996
610210,2001,31,1,6,1
610220,2001,31,1,6,1
610230,2001,31,1,6,1
610240,2001,31,1,6,1
610250,2001,31,1,6,1
610400,2001,31,1,6,1
610500,2001,31,1,7,1
610601,2001,31,1,5,1
610602,2001,31,1,5,1
610700,2001,31,1,5,1
610800,2001,31,1,5,1
610900,2001,31,1,5,1
611001,2001,31,1,5,1
611002,2001,31,1,5,1
611100,2001,31,1,5,1
611210,2001,31,1,5,1
611220,2001,31,1,5,1
611300,2001,31,1,5,1
611400,2001,31,1,5,1
611500,2001,31,1,5,1
611601,2001,31,1,5,1
611602,2001,31,1,5,1
611700,2001,31,1,5,1
611800,2001,31,1,5,1
611900,2001,31,1,5,1
612100,2001,31,1,10,1
612200,2001,31,1,11,0.752
612300,2001,31,1,11,0.752
612400,2001,31,1,2,1
612500,2001,31,1,12,0.996
612600,2001,31,1,12,1
612712,2001,31,1,2,1
612713,2001,31,1,3,1
612714,2001,31,1,2,1
612720,2001,31,1,11,0.752
612730,2001,31,1,12,0.996
612740,2001,31,1,12,1
612801,2001,31,1,12,1
612802,2001,31,1,12,1
612901,2001,31,1,2,1
613000,2001,31,1,10,1
616300,2001,3,0.504,2,0.996
619302,2001,8,1,2,1
626801,2001,31,1,10,1
500100,2006,1,0.948,1,1
500202,2006,1,0.948,1,1
500203,2006,1,0.948,1,1
500204,2006,1,0.948,1,1
500205,2006,1,0.948,1,1
500206,2006,1,0.948,1,0.872
500207,2006,1,0.948,1,0.872
500208,2006,1,0.948,1,1
500301,2006,1,0.948,1,1
500302,2006,1,0.948,1,1
500401,2006,1,0.948,2,1
500402,2006,1,0.948,2,1
500500,2006,1,0.948,3,1
500600,2006,1,0.948,4,1
500700,2006,1,0.948,4,1
500801,2006,1,0.948,3,1
500802,2006,1,0.948,4,1
500900,2006,1,0.948,5,1
501000,2006,1,0.948,6,1
501100,2006,1,0.948,7,1
501200,2006,1,0.948,7,1
501300,2006,1,0.948,7,1
501400,2006,1,0.948,6,1
501500,2006,1,0.948,6,1
501612,2006,1,0.948,7,1
501614,2006,1,0.948,5,1
501615,2006,1,0.948,5,1
501620,2006,1,0.948,6,1
501631,2006,1,0.948,4,1
501632,2006,1,0.948,4,1
501633,2006,1,0.948,5,1
501634,2006,1,0.948,4,1
