au13,year,lma,lma_stability,sub_lma,sub_lma_stability
501700,2006,1,0.948,4,1
501802,2006,2,1,1,0.836
501806,2006,2,1,2,1
501807,2006,2,1,3,0.932
501809,2006,2,1,4,0.876
501810,2006,2,1,4,0.876
501811,2006,2,1,2,1
501814,2006,2,1,3,0.932
501815,2006,2,1,2,1
501816,2006,2,1,2,1
501817,2006,2,1,5,1
501818,2006,2,1,5,1
501819,2006,2,1,5,0.964
502001,2006,2,1,5,1
502002,2006,2,1,5,1
502003,2006,2,1,5,1
502004,2006,2,1,5,1
502005,2006,2,1,5,1
502101,2006,2,1,5,1
502102,2006,2,1,5,1
502201,2006,2,1,5,1
502202,2006,2,1,5,1
502300,2006,2,1,5,1
502400,2006,2,1,5,1
502500,2006,2,1,5,1
502600,2006,2,1,5,1
502700,2006,2,1,5,1
502800,2006,2,1,5,1
502900,2006,2,1,5,1
503000,2006,2,1,5,1
503100,2006,2,1,5,1
503200,2006,2,1,5,1
503300,2006,2,1,5,1
503400,2006,2,1,5,1
503500,2006,2,1,5,1
503600,2006,2,1,5,1
503700,2006,2,1,5,1
503800,2006,2,1,5,1
503900,2006,2,1,5,1
504000,2006,2,1,5,1
504100,2006,2,1,5,1
504300,2006,2,1,5,1
504400,2006,2,1,6,1
504501,2006,2,1,6,1
504502,2006,2,1,6,1
504600,2006,2,1,6,1
504700,2006,2,0.948,7,1
504800,2006,2,0.948,7,1
504900,2006,2,0.948,7,1
505010,2006,2,0.948,7,1
505021,2006,2,0.948,7,1
505022,2006,2,0.948,7,1
505300,2006,2,0.88,8,1
505400,2006,2,0.88,8,1
505500,2006,2,0.88,8,1
505601,2006,3,1,1,1
505602,2006,3,1,1,1
505603,2006,3,1,1,1
505604,2006,3,1,1,1
505605,2006,3,1,1,1
505700,2006,3,1,1,1
505803,2006,3,0.82,2,1
505804,2006,3,0.82,2,1
505805,2006,3,0.82,2,1
505806,2006,3,0.82,2,1
505807,2006,3,0.82,2,1
505808,2006,3,0.82,2,1
505902,2006,3,0.82,2,1
505904,2006,3,0.82,2,1
505906,2006,3,0.82,2,1
505907,2006,3,0.82,2,1
505908,2006,3,0.82,2,1
505909,2006,3,0.82,2,1
505910,2006,3,0.82,2,1
506001,2006,3,0.82,2,1
506002,2006,3,0.82,2,1
506003,2006,3,0.82,2,1
506201,2006,3,0.82,2,1
506202,2006,3,0.82,2,1
506300,2006,3,0.82,2,1
506400,2006,3,0.82,2,0.54
506613,2006,2,0.88,8,1
506614,2006,3,0.82,2,1
506616,2006,2,0.88,8,1
506620,2006,2,0.88,8,1
506631,2006,2,0.88,8,1
506633,2006,2,0.88,8,1
506634,2006,2,0.88,8,1
506642,2006,3,0.976,1,1
506644,2006,3,0.976,1,1
506645,2006,3,0.976,1,1
506646,2006,3,0.82,2,0.944
506647,2006,3,0.82,2,0.944
506648,2006,3,0.98,1,1
506652,2006,3,1,1,1
506653,2006,3,0.82,2,0.944
506654,2006,3,1,1,1
506655,2006,3,1,1,1
506656,2006,3,1,1,1
506657,2006,2,0.88,8,1
506658,2006,2,0.88,8,1
506659,2006,2,0.88,8,1
506660,2006,2,0.88,8,1
506661,2006,2,0.88,8,1
506800,2006,3,0.976,1,1
506901,2006,3,0.82,2,1
506902,2006,3,0.82,2,1
506903,2006,3,0.82,2,1
507000,2006,3,0.82,2,1
507101,2006,3,0.82,2,1
507102,2006,3,0.82,2,1
507200,2006,3,0.82,2,1
507300,2006,3,0.82,2,1
507400,2006,3,0.82,2,1
507500,2006,3,0.82,2,1
507710,2006,3,0.82,2,1
507720,2006,3,0.82,2,1
507800,2006,3,0.82,2,1
507900,2006,3,0.82,2,1
508010,2006,3,0.82,2,1
508020,2006,3,0.82,2,1
508110,2006,3,0.82,2,1
508120,2006,3,0.82,2,1
508210,2006,3,0.82,2,1
508220,2006,3,0.82,2,1
508310,2006,3,0.82,2,1
508320,2006,3,0.82,2,1
508411,2006,3,0.82,2,1
508412,2006,3,0.82,2,1
508420,2006,3,0.82,2,1
508510,2006,3,0.82,2,1
508520,2006,3,0.82,2,1
508610,2006,3,0.82,2,1
508620,2006,3,0.82,2,1
508701,2006,3,0.82,2,1
508703,2006,3,0.82,2,1
508704,2006,3,0.82,2,1
508803,2006,3,0.82,2,1
508804,2006,3,0.82,2,1
508805,2006,3,0.82,2,1
508806,2006,3,0.82,2,1
508807,2006,3,0.82,2,1
508900,2006,3,0.82,2,1
509000,2006,3,0.82,2,1
509100,2006,3,0.82,2,1
509300,2006,3,0.82,2,1
509400,2006,3,0.82,2,1
509500,2006,3,0.82,2,1
509701,2006,3,0.82,2,1
509702,2006,3,0.82,2,1
509800,2006,3,0.82,2,1
510010,2006,3,0.82,2,1
510020,2006,3,0.82,2,1
510210,2006,3,0.82,2,1
510220,2006,3,0.82,2,1
510401,2006,3,0.82,2,1
510402,2006,3,0.82,2,1
510500,2006,3,0.82,2,1
510700,2006,3,1,1,1
510800,2006,3,1,1,1
511001,2006,3,1,1,1
511002,2006,3,1,1,1
511100,2006,3,1,1,1
511301,2006,3,1,1,1
511302,2006,3,1,1,1
511303,2006,3,1,1,1
511401,2006,3,1,1,1
511402,2006,3,1,1,1
511601,2006,3,1,1,1
511602,2006,3,1,1,1
511700,2006,3,1,1,1
511800,2006,3,1,1,1
511901,2006,3,1,1,1
511902,2006,3,1,1,1
512000,2006,3,1,1,1
512100,2006,3,1,1,1
512201,2006,3,1,1,1
512202,2006,3,1,1,1
512300,2006,3,1,1,1
512401,2006,3,1,1,1
512402,2006,3,1,1,1
512500,2006,3,1,1,1
512600,2006,3,1,1,1
512700,2006,3,1,1,1
512801,2006,3,1,1,1
512802,2006,3,1,1,1
512902,2006,3,1,1,1
512903,2006,3,1,1,1
512904,2006,3,1,1,1
512905,2006,3,1,1,1
512906,2006,3,1,1,1
513011,2006,3,1,1,1
513012,2006,3,1,1,1
513013,2006,3,1,1,1
513020,2006,3,1,1,1
513101,2006,3,1,1,1
513102,2006,3,1,1,1
513211,2006,3,1,1,1
513212,2006,3,1,1,1
513213,2006,3,1,1,1
513214,2006,3,1,1,1
513220,2006,3,1,1,1
513301,2006,3,1,1,1
513302,2006,3,1,1,1
513410,2006,3,1,1,1
513420,2006,3,1,1,1
513431,2006,3,1,1,1
513432,2006,3,1,1,1
513511,2006,3,1,1,1
513512,2006,3,1,1,1
513521,2006,3,1,1,1
513522,2006,3,1,1,1
513530,2006,3,1,1,1
513610,2006,3,1,1,1
513621,2006,3,1,1,1
513622,2006,3,1,1,1
513631,2006,3,1,1,1
513632,2006,3,1,1,1
513701,2006,3,1,1,1
513702,2006,3,1,1,1
513800,2006,3,1,1,1
514000,2006,3,1,3,1
514101,2006,3,1,3,1
514102,2006,3,1,3,1
514103,2006,3,1,3,1
514200,2006,3,1,3,1
514301,2006,3,1,3,1
514302,2006,3,1,3,1
514401,2006,3,1,1,1
514402,2006,3,1,1,1
514500,2006,3,1,3,1
514600,2006,3,1,1,0.996
514700,2006,3,1,1,1
514801,2006,3,1,1,1
514802,2006,3,1,1,1
514900,2006,3,1,3,1
515001,2006,3,1,3,1
515002,2006,3,1,3,1
515003,2006,3,1,1,1
515100,2006,3,1,3,1
515201,2006,3,1,3,1
515202,2006,3,1,3,1
515301,2006,3,1,3,1
515302,2006,3,1,3,1
515410,2006,3,1,3,1
515420,2006,3,1,3,1
515431,2006,3,1,3,1
515432,2006,3,1,3,1
515500,2006,3,1,3,1
515600,2006,3,1,3,1
515700,2006,3,1,3,1
515801,2006,3,1,3,1
515802,2006,3,1,3,1
515901,2006,3,1,3,1
515902,2006,3,1,3,1
516001,2006,3,1,3,1
516002,2006,3,1,3,1
516003,2006,3,1,3,1
516101,2006,3,1,3,1
516102,2006,3,1,3,1
516201,2006,3,1,3,1
516202,2006,3,1,3,1
516301,2006,3,1,3,1
516302,2006,3,1,3,1
516400,2006,3,1,3,1
516500,2006,3,1,3,1
516601,2006,3,1,3,1
516602,2006,3,1,3,1
516700,2006,3,1,3,0.924
516800,2006,3,1,3,0.924
516900,2006,3,1,3,0.924
517001,2006,3,1,4,0.936
517002,2006,3,1,4,0.936
517100,2006,3,1,4,0.944
517201,2006,3,1,4,0.928
517202,2006,3,1,4,0.916
517400,2006,3,1,3,1
517500,2006,3,1,3,1
517600,2006,3,1,3,1
517701,2006,3,1,3,1
517702,2006,3,1,3,1
517703,2006,3,1,3,1
517800,2006,3,1,3,1
517901,2006,3,1,3,0.98
517902,2006,3,1,3,1
517903,2006,3,1,3,1
518101,2006,3,1,3,1
518102,2006,3,1,3,1
518201,2006,3,1,3,1
518202,2006,3,1,3,1
518301,2006,3,1,3,1
518302,2006,3,1,3,1
518500,2006,3,1,3,1
518600,2006,3,1,3,1
518701,2006,3,1,3,1
518702,2006,3,1,3,0.6
518801,2006,3,1,3,1
518802,2006,3,1,3,0.98
518803,2006,3,1,3,1
518901,2006,3,1,3,1
518902,2006,3,1,3,1
519001,2006,3,1,3,1
519002,2006,3,1,3,1
519200,2006,3,1,3,1
519300,2006,3,1,3,1
519400,2006,3,1,3,1
519500,2006,3,1,4,1
519710,2006,3,1,3,1
519720,2006,3,1,3,0.98
519810,2006,3,1,3,0.596
519820,2006,3,1,4,0.988
519900,2006,3,1,4,0.808
520000,2006,3,1,4,1
520201,2006,3,1,4,0.868
520202,2006,3,1,4,0.928
520301,2006,3,1,4,0.952
520302,2006,3,1,4,0.952
520303,2006,3,1,4,0.972
520401,2006,3,1,4,0.972
520402,2006,3,1,4,0.972
520500,2006,3,1,4,1
520601,2006,3,1,4,0.952
520602,2006,3,1,4,0.952
520801,2006,4,0.996,1,1
520900,2006,4,0.996,2,1
521000,2006,4,0.996,3,1
521111,2006,5,0.808,1,1
521112,2006,5,0.808,1,1
521114,2006,5,0.808,2,0.916
521115,2006,5,0.808,2,0.916
521116,2006,5,0.808,1,1
521117,2006,5,0.808,2,0.556
521121,2006,5,0.808,3,1
521122,2006,3,0.996,4,1
521131,2006,5,0.808,4,0.944
521132,2006,3,1,4,1
521134,2006,3,0.832,4,1
521135,2006,5,0.808,5,1
521136,2006,5,0.808,6,0.836
521151,2006,5,0.808,7,1
521152,2006,5,0.808,7,1
521153,2006,5,0.808,8,1
521160,2006,5,0.808,4,0.944
521201,2006,3,1,4,1
521202,2006,3,1,4,1
521203,2006,3,1,4,1
521301,2006,3,1,4,1
521302,2006,3,1,4,1
521501,2006,3,1,4,1
521502,2006,3,1,4,1
521601,2006,3,1,4,1
521602,2006,3,1,4,1
521801,2006,3,1,4,1
521802,2006,3,1,4,1
521803,2006,3,1,4,1
521901,2006,3,1,4,1
521902,2006,3,1,4,1
522100,2006,3,1,4,1
522201,2006,3,1,4,1
522202,2006,3,1,4,1
522301,2006,3,1,4,1
522302,2006,3,1,4,1
522400,2006,3,1,4,1
522601,2006,3,1,4,1
522603,2006,3,1,4,1
522604,2006,3,1,4,1
522711,2006,3,1,4,1
522712,2006,3,1,4,1
522721,2006,3,1,4,1
522722,2006,3,1,4,1
522723,2006,3,1,4,1
522730,2006,3,1,4,1
522810,2006,3,1,4,1
522820,2006,3,1,4,1
522910,2006,3,1,4,1
522920,2006,3,1,4,1
523000,2006,3,1,4,1
523101,2006,3,1,4,1
523102,2006,3,1,4,1
523105,2006,3,1,4,1
523106,2006,3,1,4,1
523107,2006,3,1,4,1
523109,2006,3,1,4,1
523110,2006,3,1,4,1
523112,2006,3,1,4,1
523113,2006,3,1,4,1
523114,2006,3,1,4,1
523115,2006,3,1,4,1
523116,2006,3,1,4,1
523201,2006,3,1,4,1
523202,2006,3,1,4,1
523300,2006,3,1,4,1
523402,2006,3,1,4,1
523403,2006,3,1,4,1
523404,2006,3,1,4,1
523501,2006,3,1,4,1
523502,2006,3,1,4,1
523601,2006,3,1,4,1
523602,2006,3,1,4,1
523711,2006,3,1,4,1
523712,2006,3,1,4,1
523713,2006,3,1,4,1
523721,2006,3,1,4,1
523722,2006,3,1,4,1
523813,2006,3,1,4,1
523814,2006,3,1,4,1
523816,2006,3,1,4,1
523817,2006,3,1,4,1
523818,2006,3,1,4,1
523819,2006,3,1,4,1
523820,2006,3,1,4,1
523911,2006,3,1,4,1
523912,2006,3,1,4,1
523920,2006,3,1,4,1
524001,2006,3,1,4,1
524002,2006,3,1,4,1
524111,2006,3,1,4,1
524112,2006,3,1,4,1
524121,2006,3,1,4,1
524122,2006,3,1,4,1
524200,2006,3,1,4,1
524301,2006,3,1,4,1
524302,2006,3,1,4,1
524303,2006,3,1,4,1
524402,2006,3,1,4,1
524403,2006,3,1,4,1
524404,2006,3,1,4,1
524405,2006,3,1,4,1
524510,2006,3,1,4,1
524520,2006,3,1,4,1
524530,2006,3,1,4,1
524602,2006,3,1,4,1
524603,2006,3,1,4,1
524604,2006,3,1,4,1
524711,2006,3,1,4,1
524712,2006,3,1,4,1
524713,2006,3,1,4,1
524720,2006,3,1,4,1
524811,2006,3,1,4,1
524812,2006,3,1,4,1
524821,2006,3,1,4,1
524822,2006,3,1,4,1
524901,2006,3,1,4,1
524902,2006,3,1,4,1
525001,2006,3,1,4,1
525002,2006,3,1,4,1
525101,2006,3,1,4,1
525102,2006,3,1,4,1
525201,2006,3,1,4,1
525202,2006,3,1,4,1
525410,2006,3,1,4,1
525420,2006,3,1,4,1
525510,2006,3,1,4,1
525520,2006,3,1,4,1
525530,2006,3,1,4,1
525540,2006,3,1,4,1
525610,2006,3,1,4,1
525620,2006,3,1,4,1
525630,2006,3,1,4,1
525700,2006,3,1,4,1
525910,2006,5,0.808,1,1
525921,2006,5,0.808,1,1
525922,2006,5,0.808,1,1
526103,2006,5,0.808,7,1
526104,2006,5,0.808,7,1
526105,2006,5,0.808,7,1
526106,2006,5,0.808,7,1
526200,2006,5,0.808,2,0.916
526400,2006,6,1,1,1
526500,2006,6,1,2,1
526601,2006,6,1,1,1
526602,2006,6,1,2,1
526603,2006,6,1,3,0.588
526701,2006,5,0.808,9,0.64
526702,2006,6,1,1,1
526900,2006,6,1,1,1
527004,2006,6,1,4,0.5
527005,2006,6,1,5,1
527006,2006,6,1,5,1
527007,2006,6,1,5,1
527008,2006,6,1,5,1
527009,2006,6,1,5,1
527111,2006,6,1,1,1
527112,2006,6,1,1,1
527122,2006,6,1,1,0.656
527123,2006,6,1,1,0.656
527124,2006,6,1,5,1
527125,2006,6,1,6,0.496
527131,2006,6,1,7,1
527133,2006,6,1,7,1
527134,2006,6,1,7,1
527210,2006,6,1,1,1
527221,2006,5,0.808,5,1
527222,2006,5,0.808,4,0.944
527401,2006,6,1,1,1
527402,2006,6,1,1,1
527501,2006,6,1,7,1
527502,2006,6,1,7,1
527503,2006,6,1,7,1
527504,2006,6,1,7,1
527505,2006,6,1,7,1
527600,2006,6,1,8,1
527700,2006,6,1,8,1
527810,2006,6,1,5,1
527820,2006,6,1,5,0.472
527912,2006,6,1,9,0.52
527913,2006,6,1,5,1
527914,2006,6,1,10,0.428
527915,2006,6,1,7,0.764
527916,2006,6,1,1,0.564
527917,2006,6,1,5,0.996
527921,2006,6,1,8,1
527922,2006,6,1,8,1
527923,2006,6,1,8,1
527924,2006,6,1,8,1
527925,2006,6,1,8,1
527931,2006,6,1,7,1
527932,2006,6,1,8,1
527934,2006,6,1,7,1
527935,2006,6,1,8,1
527936,2006,6,1,8,1
527937,2006,6,1,8,1
528000,2006,6,1,8,1
528200,2006,6,1,1,0.564
528310,2006,6,1,5,1
528320,2006,6,1,5,1
528402,2006,6,1,5,1
528403,2006,6,1,5,1
528405,2006,6,1,5,1
528406,2006,6,1,5,1
528501,2006,6,1,5,1
528503,2006,6,1,5,1
528504,2006,6,1,5,1
528505,2006,6,1,5,1
528601,2006,6,1,5,1
528602,2006,6,1,5,1
528700,2006,6,1,5,1
528800,2006,6,1,5,1
528900,2006,6,1,5,1
529000,2006,6,1,5,1
529100,2006,6,1,5,1
529200,2006,6,1,5,1
529300,2006,6,1,5,1
529401,2006,6,1,5,1
529402,2006,6,1,5,1
529501,2006,6,1,5,1
529502,2006,6,1,5,1
529503,2006,6,1,5,1
529600,2006,6,1,5,1
529700,2006,6,1,5,1
529800,2006,6,1,5,1
529900,2006,6,1,5,1
530000,2006,6,1,5,1
530100,2006,6,1,5,1
530200,2006,6,1,5,1
530300,2006,6,1,5,1
530400,2006,6,1,5,1
530500,2006,6,1,5,1
530600,2006,6,1,5,1
530700,2006,6,1,5,1
530800,2006,6,1,5,1
531001,2006,6,1,8,1
531002,2006,6,1,8,1
531003,2006,6,1,8,1
531004,2006,6,1,8,1
531100,2006,6,1,11,1
531200,2006,6,1,11,1
531301,2006,6,1,11,1
531303,2006,6,1,11,1
531304,2006,6,1,11,1
531500,2006,6,1,11,1
531600,2006,6,1,11,1
531710,2006,6,1,11,1
531720,2006,6,1,11,1
531731,2006,6,1,11,1
531732,2006,6,1,11,1
531800,2006,6,1,11,1
532000,2006,6,1,11,1
532200,2006,7,0.704,1,1
532300,2006,7,0.416,2,1
532400,2006,7,0.416,2,1
532501,2006,7,0.416,2,1
532502,2006,7,0.704,1,1
532601,2006,7,0.416,2,1
532602,2006,7,0.416,2,1
532700,2006,7,0.416,2,1
532901,2006,7,0.416,2,1
532902,2006,7,0.416,2,1
532903,2006,7,0.416,2,1
532904,2006,7,0.416,2,1
533000,2006,8,1,1,1
533100,2006,8,1,1,1
533200,2006,8,1,1,1
533300,2006,8,1,2,1
533400,2006,8,1,3,1
533501,2006,8,1,4,1
533502,2006,8,1,4,1
533602,2006,8,1,3,1
533603,2006,8,1,4,1
533604,2006,8,1,4,1
533800,2006,8,1,5,1
533901,2006,8,1,5,1
533902,2006,8,1,4,1
533903,2006,8,1,5,1
534100,2006,8,1,6,1
534200,2006,8,1,7,1
534300,2006,8,1,7,1
534400,2006,8,1,6,1
534500,2006,6,0.824,12,1
534602,2006,6,0.824,12,1
534603,2006,6,0.824,12,1
534604,2006,6,0.824,12,1
534800,2006,6,0.824,12,1
534901,2006,6,0.824,12,1
534902,2006,6,0.824,12,1
535000,2006,6,0.824,13,0.896
535100,2006,7,0.704,3,1
535211,2006,7,0.704,3,1
535212,2006,7,0.704,3,1
535220,2006,6,0.824,13,0.896
535231,2006,6,0.824,13,0.896
535232,2006,7,0.704,3,1
535241,2006,6,1,7,1
535242,2006,6,0.824,13,0.896
535250,2006,7,0.704,3,1
535261,2006,7,0.704,3,1
535262,2006,7,0.704,3,1
535310,2006,7,0.704,3,1
535320,2006,7,0.704,3,1
535330,2006,7,0.704,3,1
535340,2006,7,0.704,3,1
535350,2006,7,0.704,3,1
535360,2006,7,0.704,3,1
535370,2006,7,0.704,3,1
535380,2006,7,0.704,3,1
535501,2006,6,0.824,13,0.896
535502,2006,6,0.824,13,0.896
535600,2006,7,0.704,3,1
535700,2006,8,1,6,1
535800,2006,9,1,1,1
535900,2006,9,1,2,1
536000,2006,9,1,3,1
536201,2006,9,1,4,1
536202,2006,9,1,4,1
536203,2006,9,1,4,1
536400,2006,8,1,6,1
536503,2006,9,1,3,1
536505,2006,9,1,4,1
536508,2006,9,1,5,1
536512,2006,9,1,4,1
536513,2006,9,1,5,0.756
536514,2006,9,1,3,0.38
536515,2006,9,1,4,1
536516,2006,9,1,4,1
536517,2006,9,1,4,1
536611,2006,9,1,6,1
536613,2006,9,1,1,1
536614,2006,9,1,1,1
536615,2006,9,1,1,1
536620,2006,9,1,3,1
536630,2006,9,1,7,0.504
536641,2006,9,1,7,0.504
536642,2006,9,1,2,1
536651,2006,9,1,2,1
536653,2006,9,1,2,1
536654,2006,9,1,2,1
536810,2006,9,1,4,1
536821,2006,9,1,4,1
536831,2006,9,1,4,1
536832,2006,9,1,4,1
537000,2006,9,1,5,1
537100,2006,9,1,5,1
537201,2006,9,1,5,1
537202,2006,9,1,5,1
537301,2006,9,1,5,1
537302,2006,9,1,5,1
537400,2006,9,1,5,1
537500,2006,9,1,5,0.736
537601,2006,9,1,5,0.504
537602,2006,9,1,5,0.504
537700,2006,9,1,5,0.504
537800,2006,9,1,5,0.504
537900,2006,9,1,5,0.736
538000,2006,9,1,5,0.736
538101,2006,9,1,5,0.736
538102,2006,9,1,5,0.736
538201,2006,9,1,5,1
538202,2006,9,1,5,1
538301,2006,9,1,5,0.736
538302,2006,9,1,5,0.748
538303,2006,9,1,5,0.748
538501,2006,9,1,2,1
538502,2006,9,1,2,1
538601,2006,7,1,4,1
538602,2006,7,1,4,1
538721,2006,7,1,4,1
538722,2006,7,1,4,1
538731,2006,7,1,4,1
538732,2006,7,1,4,1
538741,2006,7,1,4,1
538742,2006,7,1,4,1
538811,2006,7,1,4,1
538820,2006,7,1,4,1
538831,2006,7,1,5,1
538832,2006,7,1,6,0.42
538841,2006,7,1,7,0.708
538842,2006,7,1,7,0.708
538850,2006,7,1,7,0.708
538861,2006,7,1,8,0.98
538863,2006,7,1,4,1
538864,2006,7,1,4,1
539000,2006,7,1,4,1
539100,2006,7,1,4,1
539200,2006,7,1,4,1
539310,2006,7,1,4,1
539320,2006,7,1,4,1
539400,2006,7,1,4,1
539500,2006,7,1,4,1
539600,2006,7,1,4,1
539700,2006,7,1,4,1
539800,2006,7,1,4,1
539900,2006,7,1,4,1
540000,2006,7,1,4,1
540100,2006,7,1,4,1
540200,2006,7,1,4,1
540300,2006,7,1,4,1
540410,2006,7,1,4,1
540420,2006,7,1,4,1
540510,2006,7,1,4,1
540520,2006,7,1,4,1
540600,2006,7,1,4,1
540700,2006,7,1,4,1
540900,2006,7,0.704,9,1
541000,2006,7,0.704,1,1
541311,2006,7,0.704,10,1
541312,2006,7,0.704,10,1
541313,2006,7,0.704,10,1
541315,2006,7,0.704,10,1
541316,2006,7,0.704,10,1
541317,2006,7,0.704,10,1
541318,2006,7,0.704,10,1
541319,2006,7,0.704,10,1
541320,2006,7,0.704,9,1
541333,2006,7,0.704,10,1
541334,2006,7,0.704,10,1
541335,2006,7,0.704,10,1
541342,2006,7,0.704,10,1
541344,2006,7,0.704,10,1
541345,2006,7,0.704,10,1
541346,2006,7,0.704,1,1
541347,2006,7,0.704,1,1
541348,2006,7,0.704,1,1
541501,2006,7,0.704,1,1
541502,2006,10,1,1,1
541503,2006,7,0.704,10,1
541710,2006,7,0.704,10,1
541720,2006,7,0.704,10,1
541730,2006,7,0.704,10,1
541740,2006,7,0.704,10,1
541750,2006,7,0.704,10,1
541760,2006,7,0.704,10,1
541900,2006,11,0.704,1,1
542000,2006,11,0.704,2,1
542100,2006,11,0.704,3,1
542200,2006,11,0.704,2,1
542300,2006,11,0.704,4,1
542410,2006,11,0.704,1,1
542421,2006,11,0.704,1,1
542422,2006,11,0.704,1,1
542430,2006,11,0.704,1,1
542440,2006,11,0.704,1,1
542511,2006,11,0.704,1,1
542514,2006,11,0.704,1,1
542520,2006,11,0.704,1,1
542530,2006,11,0.704,2,1
542540,2006,11,0.704,4,1
542550,2006,7,1,5,1
542561,2006,11,0.704,3,1
542562,2006,11,0.704,3,1
542600,2006,11,0.704,4,1
542700,2006,7,1,5,1
542800,2006,11,0.704,5,1
542901,2006,11,0.704,5,1
542903,2006,11,0.704,5,1
542904,2006,11,0.704,5,1
542906,2006,11,0.704,5,1
543301,2006,12,1,1,1
543302,2006,12,1,1,1
543303,2006,12,1,1,1
543601,2006,12,1,2,1
543602,2006,12,1,2,1
543800,2006,12,1,3,1
543901,2006,12,1,4,1
543902,2006,12,1,5,0.528
543903,2006,12,1,4,1
544001,2006,12,1,6,1
544002,2006,12,1,3,1
544003,2006,12,1,3,1
544004,2006,12,1,6,1
544200,2006,12,1,4,1
544300,2006,12,1,4,1
544400,2006,12,1,4,1
544500,2006,12,1,4,1
544600,2006,12,1,4,1
544701,2006,12,1,4,1
544702,2006,12,1,4,1
544801,2006,12,1,4,1
544802,2006,12,1,4,1
544900,2006,12,1,4,1
545201,2006,12,1,7,1
545202,2006,12,1,7,1
545204,2006,12,1,7,1
545205,2006,12,1,7,1
545301,2006,12,1,7,1
545302,2006,12,1,7,1
545303,2006,12,1,7,1
545304,2006,12,1,7,1
545500,2006,12,1,7,1
545611,2006,13,1,1,1
545621,2006,13,1,1,1
545631,2006,13,1,1,1
545632,2006,13,1,1,1
545710,2006,13,1,2,1
545721,2006,13,1,2,1
545722,2006,13,1,2,1
545730,2006,13,1,3,0.996
545740,2006,13,1,3,0.996
545750,2006,13,1,2,1
545761,2006,13,1,2,1
545762,2006,13,1,2,1
545811,2006,13,1,4,0.472
545812,2006,13,1,1,1
545821,2006,13,1,5,1
545822,2006,13,1,2,1
545831,2006,13,1,1,0.592
545832,2006,13,1,3,0.996
545841,2006,13,1,6,0.984
545842,2006,13,1,2,1
545851,2006,13,1,7,0.484
545852,2006,13,1,2,1
545860,2006,13,1,8,0.372
545911,2006,13,1,4,0.536
545912,2006,13,1,5,1
545913,2006,13,1,5,1
546100,2006,13,1,1,1
546200,2006,13,1,1,1
546300,2006,13,1,1,1
546400,2006,13,1,1,1
546500,2006,13,1,1,1
546600,2006,13,1,1,1
546700,2006,13,1,1,1
546801,2006,13,1,1,1
546802,2006,13,1,1,1
546901,2006,13,1,1,1
546902,2006,13,1,1,1
547001,2006,13,1,1,1
547002,2006,13,1,1,1
547100,2006,13,1,1,1
547200,2006,13,1,1,1
547300,2006,13,1,1,1
547400,2006,13,1,1,1
547600,2006,13,1,2,1
547700,2006,13,1,2,1
547800,2006,13,1,2,1
547900,2006,13,1,2,1
548000,2006,13,1,2,1
548100,2006,13,1,2,1
548200,2006,13,1,2,1
548300,2006,13,1,2,1
548400,2006,13,1,2,1
548500,2006,13,1,2,1
548611,2006,13,1,2,1
548612,2006,13,1,2,1
548620,2006,13,1,2,1
548810,2006,13,1,2,1
548821,2006,13,1,2,1
548822,2006,13,1,2,1
548831,2006,13,1,2,1
548832,2006,13,1,2,1
548833,2006,13,1,2,1
549000,2006,13,1,9,1
549100,2006,13,1,9,1
549200,2006,13,1,9,1
549400,2006,13,1,9,1
549500,2006,13,1,9,1
549601,2006,13,1,9,1
549602,2006,13,1,9,1
549800,2006,10,0.792,2,1
549901,2006,10,0.792,3,0.884
549902,2006,14,1,1,0.74
550101,2006,10,0.792,2,1
550102,2006,10,0.792,2,1
550200,2006,10,0.792,2,1
550500,2006,10,0.792,2,1
550600,2006,15,1,1,1
550700,2006,15,1,1,1
550800,2006,15,1,2,1
550901,2006,15,1,1,1
550902,2006,15,1,1,1
551012,2006,15,1,2,1
551013,2006,15,1,1,1
551014,2006,15,1,1,1
551021,2006,15,1,2,1
551022,2006,15,1,2,1
551023,2006,15,1,2,1
551024,2006,15,1,2,1
551030,2006,15,1,3,0.992
551111,2006,15,1,1,1
551112,2006,15,1,3,0.992
551120,2006,15,1,3,0.992
551301,2006,15,1,1,1
551302,2006,15,1,1,1
551400,2006,15,1,2,1
551501,2006,15,1,2,1
551502,2006,15,1,2,1
551503,2006,15,1,2,1
551600,2006,15,1,2,1
551700,2006,15,1,2,1
551800,2006,15,1,2,1
551900,2006,15,1,2,1
552001,2006,15,1,2,1
552002,2006,15,1,2,1
552100,2006,15,1,2,1
552200,2006,15,1,2,1
552300,2006,15,1,2,1
552400,2006,15,1,2,1
552500,2006,15,1,2,1
552701,2006,15,1,4,1
552702,2006,15,1,4,1
552800,2006,15,1,4,1
552900,2006,15,1,5,1
553001,2006,15,1,6,0.912
553002,2006,15,1,6,0.912
553003,2006,15,1,5,1
553004,2006,15,1,5,1
553101,2006,15,1,5,1
553102,2006,15,1,5,1
553200,2006,15,1,7,1
553301,2006,15,1,7,1
553302,2006,15,1,7,1
553400,2006,15,1,5,1
553500,2006,15,1,5,0.916
553601,2006,15,1,5,1
553700,2006,15,1,8,1
553800,2006,15,1,8,1
553900,2006,15,1,8,1
554010,2006,15,1,8,1
554020,2006,15,1,8,1
554111,2006,15,1,8,1
554113,2006,15,1,8,1
