au13,au13_desc,rc13,rc13_desc,ta13,ta13_desc
605920,Concord,14,Otago Region,71,Dunedin City
606100,Mosgiel East,14,Otago Region,71,Dunedin City
606210,Mosgiel South,14,Otago Region,71,Dunedin City
606220,East Taieri,14,Otago Region,71,Dunedin City
606300,Bush Road,14,Otago Region,71,Dunedin City
606500,Benhar,14,Otago Region,72,Clutha District
606600,Stirling,14,Otago Region,72,Clutha District
606700,Bruce,14,Otago Region,72,Clutha District
606800,Milton,14,Otago Region,72,Clutha District
606900,Kaitangata,14,Otago Region,72,Clutha District
607000,Clinton,14,Otago Region,72,Clutha District
607100,Kaka Point,14,Otago Region,72,Clutha District
607200,Owaka,14,Otago Region,72,Clutha District
607300,Clutha,14,Otago Region,72,Clutha District
607400,Balclutha,14,Otago Region,72,Clutha District
607501,Teviot,14,Otago Region,69,Central Otago District
607502,Tuapeka,14,Otago Region,72,Clutha District
607600,Tapanui,14,Otago Region,72,Clutha District
607700,Lawrence,14,Otago Region,72,Clutha District
607800,Roxburgh,14,Otago Region,69,Central Otago District
607900,Ranfurly,14,Otago Region,69,Central Otago District
608000,Maniototo,14,Otago Region,69,Central Otago District
608100,Naseby,14,Otago Region,69,Central Otago District
608302,Dunstan,14,Otago Region,69,Central Otago District
608303,Clyde,14,Otago Region,69,Central Otago District
608304,Hawea,14,Otago Region,70,Queenstown-Lakes District
608305,Inland Water-Lake Hawea,14,Otago Region,70,Queenstown-Lakes District
608500,Alexandra,14,Otago Region,69,Central Otago District
608600,Cromwell,14,Otago Region,69,Central Otago District
608700,Frankton,14,Otago Region,70,Queenstown-Lakes District
608800,Wanaka,14,Otago Region,70,Queenstown-Lakes District
609011,Milford,15,Southland Region,73,Southland District
609013,Glenorchy,14,Otago Region,70,Queenstown-Lakes District
609014,Kingston South,14,Otago Region,70,Queenstown-Lakes District
609022,Kelvin Heights,14,Otago Region,70,Queenstown-Lakes District
609023,Sunshine Bay,14,Otago Region,70,Queenstown-Lakes District
609027,Inland Water-Lake Wakatipu,14,Otago Region,70,Queenstown-Lakes District
609028,Lake Hayes,14,Otago Region,70,Queenstown-Lakes District
609029,Matukituki,14,Otago Region,70,Queenstown-Lakes District
609030,Inland Water-Lake Wanaka,14,Otago Region,70,Queenstown-Lakes District
609031,Outer Wakatipu,14,Otago Region,70,Queenstown-Lakes District
609032,Wakatipu Basin,14,Otago Region,70,Queenstown-Lakes District
609033,Frankton East,14,Otago Region,70,Queenstown-Lakes District
609034,Lake Hayes South,14,Otago Region,70,Queenstown-Lakes District
609035,Jacks Point,14,Otago Region,70,Queenstown-Lakes District
609200,Arrowtown,14,Otago Region,70,Queenstown-Lakes District
609302,Queenstown Hill,14,Otago Region,70,Queenstown-Lakes District
609303,Arthurs Point,14,Otago Region,70,Queenstown-Lakes District
609304,Queenstown Bay,14,Otago Region,70,Queenstown-Lakes District
609400,Balfour Community,15,Southland Region,73,Southland District
609500,Riversdale Community,15,Southland Region,73,Southland District
609600,Lumsden Community,15,Southland Region,73,Southland District
609700,Edendale Community,15,Southland Region,73,Southland District
609800,Wyndham,15,Southland Region,73,Southland District
609911,Makarewa North,15,Southland Region,73,Southland District
609912,Makarewa,15,Southland Region,75,Invercargill City
609913,Bay Road West,15,Southland Region,75,Invercargill City
609914,Mill Road-Woodend,15,Southland Region,75,Invercargill City
609921,Bushy Point,15,Southland Region,75,Invercargill City
609922,Otatara,15,Southland Region,75,Invercargill City
610010,Charlton,15,Southland Region,74,Gore District
610020,Waikaia,15,Southland Region,73,Southland District
610031,Kaweku,15,Southland Region,73,Southland District
610032,Chatton,15,Southland Region,74,Gore District
610033,Kaiwera,15,Southland Region,74,Gore District
610040,Hokonui,15,Southland Region,73,Southland District
610051,Waianiwa,15,Southland Region,73,Southland District
610052,Oreti Beach,15,Southland Region,75,Invercargill City
610061,Dacre,15,Southland Region,73,Southland District
610062,Myross Bush,15,Southland Region,75,Invercargill City
610072,Waituna,15,Southland Region,73,Southland District
610073,Woodlands,15,Southland Region,73,Southland District
610074,Greenhills,15,Southland Region,75,Invercargill City
610075,Tiwai Point,15,Southland Region,75,Invercargill City
610080,Toetoes,15,Southland Region,73,Southland District
610090,Wallacetown,15,Southland Region,73,Southland District
610210,North Gore,15,Southland Region,74,Gore District
610220,East Gore,15,Southland Region,74,Gore District
610230,Central Gore,15,Southland Region,74,Gore District
610240,West Gore,15,Southland Region,74,Gore District
610250,South Gore,15,Southland Region,74,Gore District
610400,Mataura,15,Southland Region,74,Gore District
610500,Winton,15,Southland Region,73,Southland District
610601,Grasmere,15,Southland Region,75,Invercargill City
610602,Waikiwi,15,Southland Region,75,Invercargill City
610700,Rosedale,15,Southland Region,75,Invercargill City
610800,Gladstone-Avenal,15,Southland Region,75,Invercargill City
610900,Windsor,15,Southland Region,75,Invercargill City
611001,Waverley-Glengarry,15,Southland Region,75,Invercargill City
611002,Hawthorndale,15,Southland Region,75,Invercargill City
611100,Richmond,15,Southland Region,75,Invercargill City
611210,Otakaro Park,15,Southland Region,75,Invercargill City
611220,Crinan,15,Southland Region,75,Invercargill City
611300,West Invercargill,15,Southland Region,75,Invercargill City
611400,Georgetown,15,Southland Region,75,Invercargill City
611500,Newfield-Rockdale,15,Southland Region,75,Invercargill City
611601,Heidelberg,15,Southland Region,75,Invercargill City
611602,Strathern,15,Southland Region,75,Invercargill City
611700,Appleby-Kew,15,Southland Region,75,Invercargill City
611800,Kingswell-Clifton,15,Southland Region,75,Invercargill City
611900,Tisbury,15,Southland Region,75,Invercargill City
612100,Bluff,15,Southland Region,75,Invercargill City
612200,Nightcaps,15,Southland Region,73,Southland District
612300,Ohai,15,Southland Region,73,Southland District
612400,Te Anau,15,Southland Region,73,Southland District
612500,Tuatapere,15,Southland Region,73,Southland District
612600,Otautau,15,Southland Region,73,Southland District
612712,Manapouri,15,Southland Region,73,Southland District
612713,Mossburn,15,Southland Region,73,Southland District
612714,Mararoa River,15,Southland Region,73,Southland District
612715,Inland Water-Lake Te Anau,15,Southland Region,73,Southland District
612720,Wairio,15,Southland Region,73,Southland District
612730,Te Waewae,15,Southland Region,73,Southland District
612740,Fairfax,15,Southland Region,73,Southland District
612801,Riverton East,15,Southland Region,73,Southland District
612802,Riverton West,15,Southland Region,73,Southland District
612901,Fiordland,15,Southland Region,73,Southland District
612902,Inland Water-Lake Manapouri,15,Southland Region,73,Southland District
612903,Inland Water-Lake Hauroko,15,Southland Region,73,Southland District
613000,Stewart Island,15,Southland Region,73,Southland District
614001,Oceanic-Kermadec Islands,99,Area Outside Region,999,Area Outside Territorial Authority
614002,Kermadec Islands,99,Area Outside Region,999,Area Outside Territorial Authority
614502,Inlet-Hokianga Harbour,1,Northland Region,1,Far North District
614503,Three Kings Islands,99,Area Outside Region,999,Area Outside Territorial Authority
614504,Oceanic-Northland Region,1,Northland Region,999,Area Outside Territorial Authority
614601,Inlet-Rangaunu Harbour,1,Northland Region,1,Far North District
614602,Inlet-Doubtless Bay,1,Northland Region,999,Area Outside Territorial Authority
614700,Inlet-Whangaroa Harbour,1,Northland Region,1,Far North District
614800,Inlet-Bay of Islands,1,Northland Region,1,Far North District
615101,Inlet-Tutukaka Harbour,1,Northland Region,2,Whangarei District
615102,Inlet-Whangarei Harbour,1,Northland Region,2,Whangarei District
615301,Inlet-Port Whangarei,1,Northland Region,2,Whangarei District
615302,Inlet-Mangawhai Harbour,1,Northland Region,3,Kaipara District
615800,Mokohinau Island,2,Auckland Region,76,Auckland
615900,Little Barrier Island,2,Auckland Region,76,Auckland
616001,Kaikoura and Rangiahua Islands,2,Auckland Region,76,Auckland
616002,Inlet-Port Fitzroy,2,Auckland Region,76,Auckland
616100,Cape Barrier,2,Auckland Region,76,Auckland
616200,Rakitu Island,2,Auckland Region,76,Auckland
616300,Browns Island,2,Auckland Region,76,Auckland
616400,Aiguilles Island,2,Auckland Region,76,Auckland
617000,Inlet-Kaipara Harbour North,1,Northland Region,999,Area Outside Territorial Authority
617101,Inlet-Kaipara Harbour South,2,Auckland Region,76,Auckland
617102,Inlet-Kaipara River,2,Auckland Region,76,Auckland
617200,Inlet-Takapuna Head,2,Auckland Region,76,Auckland
617400,Inlet-Hobson Bay,2,Auckland Region,76,Auckland
617501,Oceanic-Auckland Region East,2,Auckland Region,76,Auckland
617502,Tidal-Great Barrier Island,2,Auckland Region,76,Auckland
617503,Tidal-Motutapu and Browns Islands,2,Auckland Region,76,Auckland
617602,Oceanic-Auckland Region West,2,Auckland Region,76,Auckland
617604,Tidal-Manukau Harbour,2,Auckland Region,76,Auckland
617605,Inlet-Manukau Harbour,2,Auckland Region,76,Auckland
617606,Tidal-Manukau Harbour North,2,Auckland Region,76,Auckland
617702,Tidal-Tamaki,2,Auckland Region,76,Auckland
617703,Tamaki Strait,2,Auckland Region,76,Auckland
617704,Tidal-Eastern Bays,2,Auckland Region,76,Auckland
617800,Inlet-Waiuku River,2,Auckland Region,76,Auckland
617901,Inlet-Waitemata Harbour,2,Auckland Region,76,Auckland
617902,Tidal-Waitemata Harbour,2,Auckland Region,76,Auckland
617903,Auckland City-Marinas,2,Auckland Region,76,Auckland
618300,Te Motu Island,3,Waikato Region,18,Otorohanga District
618400,Motiti Island,4,Bay of Plenty Region,999,Area Outside Territorial Authority
618500,Mayor Island,4,Bay of Plenty Region,999,Area Outside Territorial Authority
619000,Inlet-Raglan Harbour,3,Waikato Region,13,Waikato District
619101,Inlet-Aotea Harbour North,3,Waikato Region,13,Waikato District
619102,Inlets-Otorohanga District,3,Waikato Region,18,Otorohanga District
619201,Inlet-Waitomo District,3,Waikato Region,20,Waitomo District
619202,Oceanic-Waikato Region West,3,Waikato Region,999,Area Outside Territorial Authority
619301,Inlets-Thames-Coromandel District,3,Waikato Region,11,Thames-Coromandel District
619302,Islands-Thames-Coromandel District,3,Waikato Region,11,Thames-Coromandel District
619303,Bays-Thames-Coromandel District,3,Waikato Region,999,Area Outside Territorial Authority
619400,Oceanic-Waikato Region East,3,Waikato Region,999,Area Outside Territorial Authority
619500,Inlet-Firth of Thames,3,Waikato Region,999,Area Outside Territorial Authority
619701,Moutohora Island,4,Bay of Plenty Region,999,Area Outside Territorial Authority
619702,Oceanic-Bay of Plenty Region,4,Bay of Plenty Region,999,Area Outside Territorial Authority
619900,White Island,4,Bay of Plenty Region,999,Area Outside Territorial Authority
620000,Inland Water-Lake Taupo,3,Waikato Region,21,Taupo District
620400,Oceanic-Gisborne Region,5,Gisborne Region,999,Area Outside Territorial Authority
620901,Inlet-Port Napier,6,Hawke's Bay Region,999,Area Outside Territorial Authority
620903,Oceanic-Hawke's Bay Region,6,Hawke's Bay Region,999,Area Outside Territorial Authority
620904,Bare Island,6,Hawke's Bay Region,999,Area Outside Territorial Authority
621401,Port-Taranaki,7,Taranaki Region,999,Area Outside Territorial Authority
621402,Oceanic-Taranaki Region,7,Taranaki Region,999,Area Outside Territorial Authority
621500,Oceanic-Oil Rigs Taranaki,99,Area Outside Region,999,Area Outside Territorial Authority
622000,Oceanic-Tararua Constituency,8,Manawatu-Wanganui Region,999,Area Outside Territorial Authority
622101,Inlet-Wellington Harbour,9,Wellington Region,999,Area Outside Territorial Authority
622102,Seaview Marina,9,Wellington Region,46,Lower Hutt City
622201,Inlet-Porirua Harbour,9,Wellington Region,44,Porirua City
622202,Oceanic-Wellington Region,9,Wellington Region,999,Area Outside Territorial Authority
622700,Oceanic-Manawatu-Wanganui Region,8,Manawatu-Wanganui Region,999,Area Outside Territorial Authority
623801,Inlet-Tasman Bay,17,Nelson Region,52,Nelson City
623803,Oceanic-Tasman Region,16,Tasman Region,51,Tasman District
623804,Oceanic-Nelson Region,17,Nelson Region,999,Area Outside Territorial Authority
623805,Oceanic-Marlborough Region,18,Marlborough Region,999,Area Outside Territorial Authority
623806,Oceanic-Canterbury Region North,13,Canterbury Region,999,Area Outside Territorial Authority
623900,Inlet-Ligar Bay,16,Tasman Region,51,Tasman District
624100,Inlet-Buller River,12,West Coast Region,55,Buller District
624600,Oceanic-West Coast Region,12,West Coast Region,999,Area Outside Territorial Authority
625101,Inlet-Port Lyttelton,13,Canterbury Region,60,Christchurch City
625102,Inlets-Banks Peninsula Bays,13,Canterbury Region,60,Christchurch City
625103,Oceanic-Canterbury Region South,13,Canterbury Region,999,Area Outside Territorial Authority
625200,Oceanic-Chatham Islands,99,Area Outside Region,67,Chatham Islands Territory
625300,Inlet-Port Timaru,13,Canterbury Region,64,Timaru District
625800,Inlet-Otago Harbour,14,Otago Region,71,Dunedin City
625901,Inlet-Dunedin City Bays,14,Otago Region,71,Dunedin City
625902,Oceanic-Otago Region,14,Otago Region,999,Area Outside Territorial Authority
626000,Inlet-Port Oamaru,14,Otago Region,68,Waitaki District
626100,Inlet-Milford Sound,15,Southland Region,73,Southland District
626500,Dog Island,15,Southland Region,75,Invercargill City
626601,Oceanic-Campbell Island,99,Area Outside Region,999,Area Outside Territorial Authority
626602,Campbell Island,99,Area Outside Region,999,Area Outside Territorial Authority
626700,Centre Island,15,Southland Region,73,Southland District
626801,Inlet-Bluff Harbour,15,Southland Region,75,Invercargill City
626802,Inlet-New River Estuary,15,Southland Region,75,Invercargill City
626900,Oceanic-Oil Rig Southland,99,Area Outside Region,999,Area Outside Territorial Authority
627000,Inlet-Jacobs River Estuary,15,Southland Region,73,Southland District
627201,Oceanic-Southland Region,15,Southland Region,999,Area Outside Territorial Authority
627203,Oceanic-Auckland Islands,99,Area Outside Region,999,Area Outside Territorial Authority
627204,Auckland Islands,99,Area Outside Region,999,Area Outside Territorial Authority
628000,Ross Dependency,99,Area Outside Region,999,Area Outside Territorial Authority
666667,NZ Economic Zone,99,Area Outside Region,999,Area Outside Territorial Authority
666668,Oceanic-Bounty Islands,99,Area Outside Region,999,Area Outside Territorial Authority
666669,Bounty Islands,99,Area Outside Region,999,Area Outside Territorial Authority
666670,Oceanic-Snares Islands,99,Area Outside Region,999,Area Outside Territorial Authority
666671,Snares Island,99,Area Outside Region,999,Area Outside Territorial Authority
666672,Oceanic-Antipodes Islands,99,Area Outside Region,999,Area Outside Territorial Authority
666673,Antipodes Islands,99,Area Outside Region,999,Area Outside Territorial Authority
