au13,au13_desc,rc13,rc13_desc,ta13,ta13_desc
577602,Miramar West,9,Wellington Region,47,Wellington City
577700,Makara-Ohariu,9,Wellington Region,47,Wellington City
577900,Mangatainoka,8,Manawatu-Wanganui Region,41,Tararua District
578000,Pahiatua,8,Manawatu-Wanganui Region,41,Tararua District
578100,Eketahuna,8,Manawatu-Wanganui Region,41,Tararua District
578200,Nireaha-Tiraumea,8,Manawatu-Wanganui Region,41,Tararua District
578301,Homebush-Te Ore Ore,9,Wellington Region,48,Masterton District
578302,Opaki-Fernridge,9,Wellington Region,48,Masterton District
578401,Kopuaranga,9,Wellington Region,48,Masterton District
578402,Whareama,9,Wellington Region,48,Masterton District
578600,Masterton Central,9,Wellington Region,48,Masterton District
578700,Masterton West,9,Wellington Region,48,Masterton District
578800,Masterton East,9,Wellington Region,48,Masterton District
578901,Solway North,9,Wellington Region,48,Masterton District
578902,Solway South,9,Wellington Region,48,Masterton District
579000,Ngaumutawa,9,Wellington Region,48,Masterton District
579100,Masterton Railway,9,Wellington Region,48,Masterton District
579200,Lansdowne,9,Wellington Region,48,Masterton District
579400,Waingawa,9,Wellington Region,49,Carterton District
579501,Mt Holdsworth,9,Wellington Region,49,Carterton District
579502,Te Wharau,9,Wellington Region,49,Carterton District
579700,Carterton,9,Wellington Region,49,Carterton District
579802,Tuturumuri,9,Wellington Region,50,South Wairarapa District
579803,Kahutara,9,Wellington Region,50,South Wairarapa District
579804,Inland Water-Lake Wairarapa,9,Wellington Region,50,South Wairarapa District
579900,Greytown,9,Wellington Region,50,South Wairarapa District
580000,Featherston,9,Wellington Region,50,South Wairarapa District
580100,Martinborough,9,Wellington Region,50,South Wairarapa District
580200,Havelock,18,Marlborough Region,53,Marlborough District
580300,Renwick,18,Marlborough Region,53,Marlborough District
580410,Woodbourne,18,Marlborough Region,53,Marlborough District
580420,Omaka,18,Marlborough Region,53,Marlborough District
580431,Spring Creek-Grovetown,18,Marlborough Region,53,Marlborough District
580432,Riverlands,18,Marlborough Region,53,Marlborough District
580442,Waikawa,18,Marlborough Region,53,Marlborough District
580445,Marlborough Sounds Coastal Marine,18,Marlborough Region,53,Marlborough District
580446,Marlborough Sounds Terrestrial,18,Marlborough Region,53,Marlborough District
580447,Wairau North,18,Marlborough Region,53,Marlborough District
580448,Tuamarina,18,Marlborough Region,53,Marlborough District
580449,Rapaura,18,Marlborough Region,53,Marlborough District
580450,Wairau South,18,Marlborough Region,53,Marlborough District
580451,Weld Pass,18,Marlborough Region,53,Marlborough District
580452,Fairhall,18,Marlborough Region,53,Marlborough District
580600,Severn,18,Marlborough Region,53,Marlborough District
580801,Ward,18,Marlborough Region,53,Marlborough District
580802,Seddon,18,Marlborough Region,53,Marlborough District
580900,Lake Tennyson,13,Canterbury Region,58,Hurunui District
581100,Picton,18,Marlborough Region,53,Marlborough District
581210,Springlands,18,Marlborough Region,53,Marlborough District
581220,Mayfield,18,Marlborough Region,53,Marlborough District
581230,Blenheim Central,18,Marlborough Region,53,Marlborough District
581240,Whitney,18,Marlborough Region,53,Marlborough District
581250,Redwoodtown,18,Marlborough Region,53,Marlborough District
581260,Witherlea,18,Marlborough Region,53,Marlborough District
581400,Kaikoura Township,13,Canterbury Region,54,Kaikoura District
581500,Kaikoura Rural,13,Canterbury Region,54,Kaikoura District
581601,Golden Bay,16,Tasman Region,51,Tasman District
581602,Takaka,16,Tasman Region,51,Tasman District
581713,Glenduan,17,Nelson Region,52,Nelson City
581715,Ngawhatu,17,Nelson Region,52,Nelson City
581717,Aniseed Hill,16,Tasman Region,51,Tasman District
581720,Hope,16,Tasman Region,51,Tasman District
581721,Saxton Island,17,Nelson Region,52,Nelson City
581722,Waimea Inlet East,17,Nelson Region,52,Nelson City
581723,Saxton,17,Nelson Region,52,Nelson City
581724,Best Island,16,Tasman Region,51,Tasman District
581725,Bell Island,16,Tasman Region,51,Tasman District
581726,Ranzau,16,Tasman Region,51,Tasman District
581811,Richmond Hill,16,Tasman Region,51,Tasman District
581812,Whangamoa,17,Nelson Region,52,Nelson City
581822,Brightwater,16,Tasman Region,51,Tasman District
581823,Wakefield,16,Tasman Region,51,Tasman District
581825,Mapua,16,Tasman Region,51,Tasman District
581831,Inlet-Motueka,16,Tasman Region,51,Tasman District
581832,Kaiteriteri,16,Tasman Region,51,Tasman District
581833,Motueka Outer,16,Tasman Region,51,Tasman District
581834,Rabbit Island,16,Tasman Region,51,Tasman District
581835,Waimea Inlet West,16,Tasman Region,51,Tasman District
581836,Wai-Iti,16,Tasman Region,51,Tasman District
581841,Golden Downs,16,Tasman Region,51,Tasman District
581842,Lake Rotoroa,16,Tasman Region,51,Tasman District
581843,Murchison,16,Tasman Region,51,Tasman District
581844,Tapawera,16,Tasman Region,51,Tasman District
581850,Riwaka,16,Tasman Region,51,Tasman District
582000,Clifton,17,Nelson Region,52,Nelson City
582100,Atawhai,17,Nelson Region,52,Nelson City
582200,Port Nelson,17,Nelson Region,52,Nelson City
582300,The Wood,17,Nelson Region,52,Nelson City
582401,Britannia,17,Nelson Region,52,Nelson City
582402,Washington,17,Nelson Region,52,Nelson City
582500,Trafalgar,17,Nelson Region,52,Nelson City
582600,Maitai,17,Nelson Region,52,Nelson City
582700,Kirks,17,Nelson Region,52,Nelson City
582800,Bronte,17,Nelson Region,52,Nelson City
582900,Atmore,17,Nelson Region,52,Nelson City
583000,Tahunanui,17,Nelson Region,52,Nelson City
583100,Tahuna Hills,17,Nelson Region,52,Nelson City
583201,Toi Toi,17,Nelson Region,52,Nelson City
583202,Broads,17,Nelson Region,52,Nelson City
583300,Grampians,17,Nelson Region,52,Nelson City
583400,The Brook,17,Nelson Region,52,Nelson City
583500,Nelson Airport,17,Nelson Region,52,Nelson City
583600,Nayland,17,Nelson Region,52,Nelson City
583700,Enner Glynn,17,Nelson Region,52,Nelson City
583800,Maitlands,17,Nelson Region,52,Nelson City
583900,Isel Park,17,Nelson Region,52,Nelson City
584000,Langbein,17,Nelson Region,52,Nelson City
584201,Richmond East,16,Tasman Region,51,Tasman District
584202,Richmond West,16,Tasman Region,51,Tasman District
584301,Motueka West,16,Tasman Region,51,Tasman District
584303,Motueka East,16,Tasman Region,51,Tasman District
584304,Moutere Inlet,16,Tasman Region,51,Tasman District
584305,Jackett Island,16,Tasman Region,51,Tasman District
584402,Karamea,12,West Coast Region,55,Buller District
584403,Hector-Ngakawau,12,West Coast Region,55,Buller District
584404,Granity,12,West Coast Region,55,Buller District
584405,Orowaiti,12,West Coast Region,55,Buller District
584407,Little Wanganui,12,West Coast Region,55,Buller District
584408,Mokihinui,12,West Coast Region,55,Buller District
584409,Buller Coalfields,12,West Coast Region,55,Buller District
584410,Westport Rural,12,West Coast Region,55,Buller District
584411,Charleston,12,West Coast Region,55,Buller District
584412,Inangahua Junction,12,West Coast Region,55,Buller District
584500,Westport Urban,12,West Coast Region,55,Buller District
584600,Reefton,12,West Coast Region,55,Buller District
584701,Inangahua Valley,12,West Coast Region,55,Buller District
584702,Mawheraiti,12,West Coast Region,55,Buller District
584703,Maruia,12,West Coast Region,55,Buller District
584800,Karoro,12,West Coast Region,56,Grey District
584911,Kaiata,12,West Coast Region,56,Grey District
584912,South Beach-Camerons,12,West Coast Region,56,Grey District
584922,Blackball,12,West Coast Region,56,Grey District
584923,Point Elizabeth,12,West Coast Region,56,Grey District
584930,Dobson,12,West Coast Region,56,Grey District
584931,Barrytown,12,West Coast Region,56,Grey District
584932,Coal Creek,12,West Coast Region,56,Grey District
584933,Atarau,12,West Coast Region,56,Grey District
584934,Greymouth Rural,12,West Coast Region,56,Grey District
584935,Marsden-Hohonu,12,West Coast Region,56,Grey District
584936,Arnold Valley,12,West Coast Region,56,Grey District
584937,Nelson Creek-Ngahere,12,West Coast Region,56,Grey District
584938,Ahaura,12,West Coast Region,56,Grey District
584939,Lake Brunner,12,West Coast Region,56,Grey District
584940,Haupiri,12,West Coast Region,56,Grey District
585000,Runanga-Rapahoe,12,West Coast Region,56,Grey District
585110,Cobden,12,West Coast Region,56,Grey District
585120,Blaketown,12,West Coast Region,56,Grey District
585130,Greymouth Central,12,West Coast Region,56,Grey District
585140,Greymouth South,12,West Coast Region,56,Grey District
585306,Kumara,12,West Coast Region,57,Westland District
585307,Kaniere,12,West Coast Region,57,Westland District
585309,Ross,12,West Coast Region,57,Westland District
585311,Harihari,12,West Coast Region,57,Westland District
585312,Franz Josef,12,West Coast Region,57,Westland District
585313,Fox Glacier,12,West Coast Region,57,Westland District
585314,Taramakau,12,West Coast Region,57,Westland District
585315,Otira,12,West Coast Region,57,Westland District
585316,Waimea-Arahura,12,West Coast Region,57,Westland District
585317,Hokitika Rural,12,West Coast Region,57,Westland District
585318,Hokitika Valley,12,West Coast Region,57,Westland District
585319,Totara River,12,West Coast Region,57,Westland District
585320,Waitaha,12,West Coast Region,57,Westland District
585321,Whataroa,12,West Coast Region,57,Westland District
585322,Waiho,12,West Coast Region,57,Westland District
585323,Karangarua,12,West Coast Region,57,Westland District
585324,Bruce Bay-Paringa,12,West Coast Region,57,Westland District
585325,Haast,12,West Coast Region,57,Westland District
585400,Hokitika Urban,12,West Coast Region,57,Westland District
585502,Hanmer Springs,13,Canterbury Region,58,Hurunui District
585504,Culverden,13,Canterbury Region,58,Hurunui District
585505,Waiau,13,Canterbury Region,58,Hurunui District
585506,Amuri,13,Canterbury Region,58,Hurunui District
585601,Parnassus,13,Canterbury Region,58,Hurunui District
585602,Cheviot,13,Canterbury Region,58,Hurunui District
585700,Hurunui,13,Canterbury Region,58,Hurunui District
585802,Amberley,13,Canterbury Region,58,Hurunui District
585803,Leithfield,13,Canterbury Region,58,Hurunui District
585805,Sefton,13,Canterbury Region,59,Waimakariri District
585806,Okuku,13,Canterbury Region,59,Waimakariri District
585807,Loburn,13,Canterbury Region,59,Waimakariri District
585808,Ashley,13,Canterbury Region,59,Waimakariri District
586001,Camside,13,Canterbury Region,59,Waimakariri District
586002,Pines-Kairaki Beach,13,Canterbury Region,59,Waimakariri District
586112,Waikuku,13,Canterbury Region,59,Waimakariri District
586114,Cust,13,Canterbury Region,59,Waimakariri District
586115,Mairaki,13,Canterbury Region,59,Waimakariri District
586120,Woodend,13,Canterbury Region,59,Waimakariri District
586121,Fernside,13,Canterbury Region,59,Waimakariri District
586122,Lehmans,13,Canterbury Region,59,Waimakariri District
586124,Pegasus,13,Canterbury Region,59,Waimakariri District
586126,Woodend Beach,13,Canterbury Region,59,Waimakariri District
586127,Coldstream,13,Canterbury Region,59,Waimakariri District
586128,Ravenswood,13,Canterbury Region,59,Waimakariri District
586129,Tuahiwi,13,Canterbury Region,59,Waimakariri District
586130,Woodend West,13,Canterbury Region,59,Waimakariri District
586303,Rangiora East,13,Canterbury Region,59,Waimakariri District
586304,Southbrook,13,Canterbury Region,59,Waimakariri District
586305,Kingsbury,13,Canterbury Region,59,Waimakariri District
586306,Rangiora North,13,Canterbury Region,59,Waimakariri District
586307,Rangiora West,13,Canterbury Region,59,Waimakariri District
586308,Rangiora Central,13,Canterbury Region,59,Waimakariri District
586403,Kaiapoi South,13,Canterbury Region,59,Waimakariri District
586404,Mansfield,13,Canterbury Region,59,Waimakariri District
586405,Courtenay,13,Canterbury Region,59,Waimakariri District
586407,Kaiapoi East,13,Canterbury Region,59,Waimakariri District
586408,Kaiapoi North West,13,Canterbury Region,59,Waimakariri District
586409,Kaiapoi North East,13,Canterbury Region,59,Waimakariri District
586501,Clarkville,13,Canterbury Region,59,Waimakariri District
586503,Kaiapoi West,13,Canterbury Region,59,Waimakariri District
586504,Silverstream,13,Canterbury Region,59,Waimakariri District
586603,Mandeville,13,Canterbury Region,59,Waimakariri District
586604,Ohoka,13,Canterbury Region,59,Waimakariri District
586605,West Eyreton,13,Canterbury Region,59,Waimakariri District
586606,Eyrewell,13,Canterbury Region,59,Waimakariri District
586801,Ashley Gorge,13,Canterbury Region,59,Waimakariri District
586802,Oxford,13,Canterbury Region,59,Waimakariri District
586900,Darfield,13,Canterbury Region,62,Selwyn District
587010,Kirwee,13,Canterbury Region,62,Selwyn District
587020,Burnham Military Camp,13,Canterbury Region,62,Selwyn District
587100,Malvern,13,Canterbury Region,62,Selwyn District
587302,Halswell South,13,Canterbury Region,60,Christchurch City
587303,Oaklands West,13,Canterbury Region,60,Christchurch City
587304,Oaklands East,13,Canterbury Region,60,Christchurch City
587400,Hornby North,13,Canterbury Region,60,Christchurch City
587500,Hornby South,13,Canterbury Region,60,Christchurch City
587701,Sockburn,13,Canterbury Region,60,Christchurch City
587702,Wigram,13,Canterbury Region,60,Christchurch City
587811,Yaldhurst,13,Canterbury Region,60,Christchurch City
587812,Broomfield,13,Canterbury Region,60,Christchurch City
587821,Paparua,13,Canterbury Region,60,Christchurch City
587822,Templeton,13,Canterbury Region,60,Christchurch City
587830,Islington,13,Canterbury Region,60,Christchurch City
587842,Halswell West,13,Canterbury Region,60,Christchurch City
587844,Westmorland,13,Canterbury Region,60,Christchurch City
587845,Aidanfield,13,Canterbury Region,60,Christchurch City
587846,Halswell Domain,13,Canterbury Region,60,Christchurch City
587847,Hendersons Basin,13,Canterbury Region,60,Christchurch City
587848,Prebbleton,13,Canterbury Region,62,Selwyn District
587849,Trents-Ladbrooks,13,Canterbury Region,62,Selwyn District
587902,Mcleans Island,13,Canterbury Region,60,Christchurch City
587903,Kennedys Bush,13,Canterbury Region,60,Christchurch City
587904,West Melton,13,Canterbury Region,62,Selwyn District
587905,Taitapu,13,Canterbury Region,62,Selwyn District
588101,Redwood North,13,Canterbury Region,60,Christchurch City
588102,Redwood South,13,Canterbury Region,60,Christchurch City
588200,Styx Mill,13,Canterbury Region,60,Christchurch City
588300,Casebrook,13,Canterbury Region,60,Christchurch City
588401,Belfast South,13,Canterbury Region,60,Christchurch City
588402,Sawyers Arms,13,Canterbury Region,60,Christchurch City
588500,Bishopdale North,13,Canterbury Region,60,Christchurch City
588600,Harewood,13,Canterbury Region,60,Christchurch City
588700,Bishopdale,13,Canterbury Region,60,Christchurch City
588800,Russley,13,Canterbury Region,60,Christchurch City
588900,Burnside,13,Canterbury Region,60,Christchurch City
589000,Wairarapa,13,Canterbury Region,60,Christchurch City
589100,Jellie Park,13,Canterbury Region,60,Christchurch City
589200,Bryndwr,13,Canterbury Region,60,Christchurch City
589300,Holmwood,13,Canterbury Region,60,Christchurch City
589400,Fendalton,13,Canterbury Region,60,Christchurch City
589500,Deans Bush,13,Canterbury Region,60,Christchurch City
589601,Hawthornden,13,Canterbury Region,60,Christchurch City
589602,Merrin,13,Canterbury Region,60,Christchurch City
589700,Westburn,13,Canterbury Region,60,Christchurch City
589800,Avonhead West,13,Canterbury Region,60,Christchurch City
589900,Avonhead,13,Canterbury Region,60,Christchurch City
590000,Ilam,13,Canterbury Region,60,Christchurch City
590100,Upper Riccarton,13,Canterbury Region,60,Christchurch City
590200,Wharenui,13,Canterbury Region,60,Christchurch City
590300,Middleton,13,Canterbury Region,60,Christchurch City
590400,Belfast,13,Canterbury Region,60,Christchurch City
590501,Travis Wetland,13,Canterbury Region,60,Christchurch City
590504,Mairehau North,13,Canterbury Region,60,Christchurch City
590505,Westhaven,13,Canterbury Region,60,Christchurch City
590506,Highfield Park,13,Canterbury Region,60,Christchurch City
590507,Prestons,13,Canterbury Region,60,Christchurch City
590602,Parklands,13,Canterbury Region,60,Christchurch City
590603,Waimairi Beach,13,Canterbury Region,60,Christchurch City
590604,Styx,13,Canterbury Region,60,Christchurch City
590701,Mona Vale,13,Canterbury Region,60,Christchurch City
590702,Riccarton West,13,Canterbury Region,60,Christchurch City
590800,Riccarton,13,Canterbury Region,60,Christchurch City
590900,Riccarton South,13,Canterbury Region,60,Christchurch City
591101,Cashmere West,13,Canterbury Region,60,Christchurch City
591102,Cashmere East,13,Canterbury Region,60,Christchurch City
591200,Rapaki Track,13,Canterbury Region,60,Christchurch City
591300,Heathcote Valley,13,Canterbury Region,60,Christchurch City
591500,Cathedral Square,13,Canterbury Region,60,Christchurch City
591600,Hagley Park,13,Canterbury Region,60,Christchurch City
591700,Avon Loop,13,Canterbury Region,60,Christchurch City
591800,Northcote,13,Canterbury Region,60,Christchurch City
591900,Papanui,13,Canterbury Region,60,Christchurch City
592000,Aorangi,13,Canterbury Region,60,Christchurch City
592100,Strowan,13,Canterbury Region,60,Christchurch City
592200,Merivale,13,Canterbury Region,60,Christchurch City
592300,Rutland,13,Canterbury Region,60,Christchurch City
592401,St Albans West,13,Canterbury Region,60,Christchurch City
592402,St Albans East,13,Canterbury Region,60,Christchurch City
592500,Mairehau,13,Canterbury Region,60,Christchurch City
592600,Edgeware,13,Canterbury Region,60,Christchurch City
592701,Shirley West,13,Canterbury Region,60,Christchurch City
592702,Shirley East,13,Canterbury Region,60,Christchurch City
592811,Burwood,13,Canterbury Region,60,Christchurch City
592812,Dallington,13,Canterbury Region,60,Christchurch City
592820,Travis,13,Canterbury Region,60,Christchurch City
592900,Avondale,13,Canterbury Region,60,Christchurch City
593000,Wainoni,13,Canterbury Region,60,Christchurch City
593100,Aranui,13,Canterbury Region,60,Christchurch City
593200,Richmond North,13,Canterbury Region,60,Christchurch City
593300,Richmond South,13,Canterbury Region,60,Christchurch City
593400,Avonside,13,Canterbury Region,60,Christchurch City
593501,Linwood,13,Canterbury Region,60,Christchurch City
593502,Phillipstown,13,Canterbury Region,60,Christchurch City
593600,Linwood North,13,Canterbury Region,60,Christchurch City
593700,Linwood East,13,Canterbury Region,60,Christchurch City
593800,Bexley,13,Canterbury Region,60,Christchurch City
593900,Bromley,13,Canterbury Region,60,Christchurch City
594010,Woolston West,13,Canterbury Region,60,Christchurch City
594020,Ferrymead,13,Canterbury Region,60,Christchurch City
594100,Woolston South,13,Canterbury Region,60,Christchurch City
594200,Ensors,13,Canterbury Region,60,Christchurch City
594300,Opawa,13,Canterbury Region,60,Christchurch City
594400,St Martins,13,Canterbury Region,60,Christchurch City
594500,Waltham,13,Canterbury Region,60,Christchurch City
594600,Sydenham,13,Canterbury Region,60,Christchurch City
594700,Addington,13,Canterbury Region,60,Christchurch City
594800,Barrington North,13,Canterbury Region,60,Christchurch City
594900,Barrington South,13,Canterbury Region,60,Christchurch City
595000,Spreydon,13,Canterbury Region,60,Christchurch City
595100,Hoon Hay,13,Canterbury Region,60,Christchurch City
595200,Hoon Hay South,13,Canterbury Region,60,Christchurch City
595300,Hillmorton,13,Canterbury Region,60,Christchurch City
595400,Somerfield,13,Canterbury Region,60,Christchurch City
595500,Beckenham,13,Canterbury Region,60,Christchurch City
595600,North Beach,13,Canterbury Region,60,Christchurch City
595700,Rawhiti,13,Canterbury Region,60,Christchurch City
595800,New Brighton,13,Canterbury Region,60,Christchurch City
595900,South Brighton,13,Canterbury Region,60,Christchurch City
596000,Mt Pleasant,13,Canterbury Region,60,Christchurch City
596101,Avon-Heathcote Estuary,13,Canterbury Region,60,Christchurch City
596102,Moncks Bay,13,Canterbury Region,60,Christchurch City
596200,Sumner,13,Canterbury Region,60,Christchurch City
596400,Lyttelton,13,Canterbury Region,60,Christchurch City
596502,Diamond Harbour,13,Canterbury Region,60,Christchurch City
596503,Governors Bay,13,Canterbury Region,60,Christchurch City
596504,Quail Island,13,Canterbury Region,60,Christchurch City
596600,Port Levy,13,Canterbury Region,60,Christchurch City
596800,Akaroa,13,Canterbury Region,60,Christchurch City
596901,Akaroa Harbour,13,Canterbury Region,60,Christchurch City
596902,Banks Peninsula Eastern Bays,13,Canterbury Region,60,Christchurch City
597000,Chatham Islands,99,Area Outside Region,67,Chatham Islands Territory
597101,Little River,13,Canterbury Region,60,Christchurch City
597102,Inland Water-Lake Ellesmere South,13,Canterbury Region,60,Christchurch City
597200,Lincoln,13,Canterbury Region,62,Selwyn District
597300,Leeston,13,Canterbury Region,62,Selwyn District
597400,Southbridge,13,Canterbury Region,62,Selwyn District
597503,Dunsandel,13,Canterbury Region,62,Selwyn District
597505,Inland Water-Lake Ellesmere North,13,Canterbury Region,62,Selwyn District
597506,Selwyn-Rakaia,13,Canterbury Region,62,Selwyn District
597507,Rolleston North West,13,Canterbury Region,62,Selwyn District
597508,Rolleston Central,13,Canterbury Region,62,Selwyn District
597509,Rolleston North East,13,Canterbury Region,62,Selwyn District
597510,Rolleston South West,13,Canterbury Region,62,Selwyn District
597512,Springston,13,Canterbury Region,62,Selwyn District
597513,Rolleston South East,13,Canterbury Region,62,Selwyn District
597600,Methven,13,Canterbury Region,63,Ashburton District
597712,Plains Railway,13,Canterbury Region,63,Ashburton District
597713,Ashburton North,13,Canterbury Region,63,Ashburton District
597714,Fairton,13,Canterbury Region,63,Ashburton District
597715,Ashburton East,13,Canterbury Region,63,Ashburton District
597720,Mt Somers,13,Canterbury Region,63,Ashburton District
597730,Hinds,13,Canterbury Region,63,Ashburton District
597741,Chertsey,13,Canterbury Region,63,Ashburton District
597742,Rakaia,13,Canterbury Region,63,Ashburton District
597811,Allenton West,13,Canterbury Region,63,Ashburton District
597812,Allenton East,13,Canterbury Region,63,Ashburton District
597820,Ashburton Central West,13,Canterbury Region,63,Ashburton District
597830,Netherby,13,Canterbury Region,63,Ashburton District
597840,Ashburton Central East,13,Canterbury Region,63,Ashburton District
597850,Hampstead,13,Canterbury Region,63,Ashburton District
597860,Tinwald,13,Canterbury Region,63,Ashburton District
598000,Winchester,13,Canterbury Region,64,Timaru District
598201,Fairview-Scarborough,13,Canterbury Region,64,Timaru District
598202,Otipua Creek-Washdyke Flat,13,Canterbury Region,64,Timaru District
598311,Ben Mcleod,13,Canterbury Region,64,Timaru District
598312,Orari,13,Canterbury Region,64,Timaru District
598313,Levels,13,Canterbury Region,64,Timaru District
598314,Pareora,13,Canterbury Region,64,Timaru District
598320,Pleasant Point,13,Canterbury Region,64,Timaru District
598500,Geraldine,13,Canterbury Region,64,Timaru District
598600,Temuka,13,Canterbury Region,64,Timaru District
598700,Washdyke,13,Canterbury Region,64,Timaru District
598800,Waimataitai,13,Canterbury Region,64,Timaru District
598900,Marchwiel,13,Canterbury Region,64,Timaru District
599000,Maori Park,13,Canterbury Region,64,Timaru District
599100,Highfield,13,Canterbury Region,64,Timaru District
599200,Glenwood,13,Canterbury Region,64,Timaru District
599300,Gleniti,13,Canterbury Region,64,Timaru District
599400,Fraser Park,13,Canterbury Region,64,Timaru District
599500,Seaview,13,Canterbury Region,64,Timaru District
599600,Watlington,13,Canterbury Region,64,Timaru District
599700,Parkside,13,Canterbury Region,64,Timaru District
599800,Timaru Gardens,13,Canterbury Region,64,Timaru District
599900,Redruth,13,Canterbury Region,64,Timaru District
600100,Twizel Community,13,Canterbury Region,65,Mackenzie District
600200,Fairlie,13,Canterbury Region,65,Mackenzie District
600312,Mt Cook,13,Canterbury Region,65,Mackenzie District
600320,Lake Tekapo,13,Canterbury Region,65,Mackenzie District
600321,Inland Water-Lake Alexandrina,13,Canterbury Region,65,Mackenzie District
600322,Inland Water-Lake Tekapo,13,Canterbury Region,65,Mackenzie District
600323,Mackenzie,13,Canterbury Region,65,Mackenzie District
600410,Waihao,13,Canterbury Region,66,Waimate District
600420,St Andrews,13,Canterbury Region,66,Waimate District
600500,Waimate,13,Canterbury Region,66,Waimate District
600600,Weston,14,Otago Region,68,Waitaki District
600811,Pukeuri,14,Otago Region,68,Waitaki District
600812,Ardgowan,14,Otago Region,68,Waitaki District
600813,Cape Wanbrow,14,Otago Region,68,Waitaki District
600822,Duntroon,13,Canterbury Region,68,Waitaki District
600824,Kurow,13,Canterbury Region,68,Waitaki District
600826,Maheno,14,Otago Region,68,Waitaki District
600827,Omarama,13,Canterbury Region,68,Waitaki District
600828,Kakanui,14,Otago Region,68,Waitaki District
600830,Otematata,13,Canterbury Region,68,Waitaki District
600831,Aviemore,13,Canterbury Region,68,Waitaki District
600832,Inland Water-Lake Ohau,13,Canterbury Region,68,Waitaki District
600840,Hampden,14,Otago Region,68,Waitaki District
601010,Oamaru North,14,Otago Region,68,Waitaki District
601020,Orana Park,14,Otago Region,68,Waitaki District
601030,Oamaru Central,14,Otago Region,68,Waitaki District
601040,Oamaru South,14,Otago Region,68,Waitaki District
601200,Palmerston,14,Otago Region,68,Waitaki District
601301,Waihemo,14,Otago Region,68,Waitaki District
601302,Hyde,14,Otago Region,71,Dunedin City
601400,Waikouaiti,14,Otago Region,71,Dunedin City
601500,Aramoana,14,Otago Region,71,Dunedin City
601602,Waitati,14,Otago Region,71,Dunedin City
601603,Evansdale,14,Otago Region,71,Dunedin City
601604,Karitane,14,Otago Region,71,Dunedin City
601605,Warrington,14,Otago Region,71,Dunedin City
601700,Nenthorn,14,Otago Region,68,Waitaki District
601900,Fairfield,14,Otago Region,71,Dunedin City
602000,Brighton,14,Otago Region,71,Dunedin City
602100,Waldronville,14,Otago Region,71,Dunedin City
602200,Outram,14,Otago Region,71,Dunedin City
602300,Middlemarch,14,Otago Region,71,Dunedin City
602411,Wyllies Crossing,14,Otago Region,71,Dunedin City
602412,Wingatui,14,Otago Region,71,Dunedin City
602421,Kaikorai Hill,14,Otago Region,71,Dunedin City
602422,Saddle Hill,14,Otago Region,71,Dunedin City
602500,Taieri,14,Otago Region,71,Dunedin City
602600,Strath Taieri,14,Otago Region,71,Dunedin City
602800,Harbourside,14,Otago Region,71,Dunedin City
602900,Fernhill,14,Otago Region,71,Dunedin City
603000,High St-Stuart St,14,Otago Region,71,Dunedin City
603100,Stuart St-Frederick St,14,Otago Region,71,Dunedin City
603210,Opoho,14,Otago Region,71,Dunedin City
603220,Forrester Park,14,Otago Region,71,Dunedin City
603300,North East Valley,14,Otago Region,71,Dunedin City
603400,Pine Hill,14,Otago Region,71,Dunedin City
603500,Woodhaugh,14,Otago Region,71,Dunedin City
603601,North Dunedin,14,Otago Region,71,Dunedin City
603602,Otago University,14,Otago Region,71,Dunedin City
603710,Maori Hill,14,Otago Region,71,Dunedin City
603720,Balmacewen,14,Otago Region,71,Dunedin City
603810,Glenleith,14,Otago Region,71,Dunedin City
603820,Helensburgh,14,Otago Region,71,Dunedin City
603910,Wakari,14,Otago Region,71,Dunedin City
603920,Halfway Bush,14,Otago Region,71,Dunedin City
603930,Brockville,14,Otago Region,71,Dunedin City
604010,Roslyn North,14,Otago Region,71,Dunedin City
604020,Roslyn South,14,Otago Region,71,Dunedin City
604110,Mornington,14,Otago Region,71,Dunedin City
604120,Belleknowes,14,Otago Region,71,Dunedin City
604130,Kenmure,14,Otago Region,71,Dunedin City
604210,Caversham,14,Otago Region,71,Dunedin City
604221,Corstorphine West,14,Otago Region,71,Dunedin City
604222,Corstorphine East,14,Otago Region,71,Dunedin City
604300,Caledonian,14,Otago Region,71,Dunedin City
604410,South Dunedin,14,Otago Region,71,Dunedin City
604420,Forbury,14,Otago Region,71,Dunedin City
604500,St Clair,14,Otago Region,71,Dunedin City
604611,Musselburgh,14,Otago Region,71,Dunedin City
604612,Andersons Bay,14,Otago Region,71,Dunedin City
604620,Vauxhall,14,Otago Region,71,Dunedin City
604710,St Leonards-Blanket Bay,14,Otago Region,71,Dunedin City
604720,Ravensbourne,14,Otago Region,71,Dunedin City
604810,Inner Peninsula,14,Otago Region,71,Dunedin City
604821,Company Bay,14,Otago Region,71,Dunedin City
604822,Macandrew Bay,14,Otago Region,71,Dunedin City
604830,Broad Bay-Portobello,14,Otago Region,71,Dunedin City
604901,Taiaroa-Cape Saunders,14,Otago Region,71,Dunedin City
604902,Sandymount,14,Otago Region,71,Dunedin City
605100,Sawyers Bay,14,Otago Region,71,Dunedin City
605200,Port Chalmers,14,Otago Region,71,Dunedin City
605400,St Kilda West,14,Otago Region,71,Dunedin City
605500,St Kilda Central,14,Otago Region,71,Dunedin City
605600,St Kilda East,14,Otago Region,71,Dunedin City
605800,Green Island,14,Otago Region,71,Dunedin City
605910,Abbotsford,14,Otago Region,71,Dunedin City
