au13,year,community_001,community_002,community_003,community_004,community_005,community_006,community_007,community_008,community_009,community_010,community_011,community_012,community_013,community_014,community_015,community_016,community_017,community_018,community_019,community_020,community_021,community_022,community_023,community_024,community_025,community_026,community_027,community_028,community_029,community_030,community_031,community_032,community_033,community_034,community_035,community_036,community_037,community_038,community_039,community_040,community_041,community_042,community_043,community_044,community_045,community_046,community_047,community_048,community_049,community_050,community_051,community_052,community_053,community_054,community_055,community_056,community_057,community_058,community_059,community_060,community_061,community_062,community_063,community_064,community_065,community_066,community_067,community_068,community_069,community_070,community_071,community_072,community_073,community_074,community_075,community_076,community_077,community_078,community_079,community_080,community_081,community_082,community_083,community_084,community_085,community_086,community_087,community_088,community_089,community_090,community_091,community_092,community_093,community_094,community_095,community_096,community_097,community_098,community_099,community_100,community_101,community_102,community_103,community_104,community_105,community_106,community_107,community_108,community_109,community_110,community_111,community_112,community_113,community_114,community_115,community_116,community_117,community_118,community_119,community_120,community_121,community_122,community_123,community_124,community_125,community_126,community_127,community_128,community_129,community_130,community_131,community_132,community_133,community_134,community_135,community_136,community_137,community_138,community_139,community_140,community_141,community_142,community_143,community_144,community_145,community_146,community_147,community_148,community_149,community_150,community_151,community_152,community_153,community_154,community_155,community_156,community_157,community_158,community_159,community_160,community_161,community_162,community_163,community_164,community_165,community_166,community_167,community_168,community_169,community_170,community_171,community_172,community_173,community_174,community_175,community_176,community_177,community_178,community_179,community_180,community_181,community_182,community_183,community_184,community_185,community_186,community_187,community_188,community_189,community_190,community_191,community_192,community_193,community_194,community_195,community_196,community_197,community_198,community_199,community_200,community_201,community_202,community_203,community_204,community_205,community_206,community_207,community_208,community_209,community_210,community_211,community_212,community_213,community_214,community_215,community_216,community_217,community_218,community_219,community_220,community_221,community_222,community_223,community_224,community_225,community_226,community_227,community_228,community_229,community_230,community_231,community_232,community_233,community_234,community_235,community_236,community_237,community_238,community_239,community_240,community_241,community_242,community_243,community_244,community_245,community_246,community_247,community_248,community_249,community_250
514103,2001,7,17,10,3,4,7,3,13,1,31,11,8,17,3,14,4,2,9,7,10,11,18,4,19,7,27,11,7,4,12,14,32,21,30,23,6,13,29,6,2,10,15,6,16,9,19,2,6,11,12,1,14,16,9,4,25,11,28,5,2,14,6,6,27,17,8,4,31,5,12,14,23,15,5,19,16,14,32,8,11,23,12,3,21,4,27,16,12,8,32,9,6,3,27,7,5,1,20,26,18,27,3,11,23,21,19,18,2,13,17,30,5,16,19,29,28,10,2,12,26,3,7,28,12,8,19,2,21,5,22,6,22,25,17,8,25,1,7,7,9,8,4,5,12,27,15,17,24,28,20,14,11,16,9,18,16,29,14,19,14,26,12,5,14,14,16,6,14,12,31,13,14,18,31,21,23,2,25,4,1,23,29,25,23,5,24,14,10,25,23,4,9,3,26,18,11,33,25,19,2,1,6,21,2,13,10,4,11,8,10,11,28,8,8,10,27,25,13,31,5,6,24,4,2,13,6,9,19,4,10,22,11,16,3,13,11,20,19,5,23,22,15,20,14,5,8,15,4,14,11
514103,2006,9,3,4,28,4,4,16,9,6,7,7,6,11,29,9,29,21,7,11,4,12,26,28,7,25,30,23,5,8,6,9,16,7,28,13,17,2,22,3,9,15,18,23,26,24,10,27,8,29,13,1,20,14,2,30,2,15,11,9,13,10,9,26,7,3,13,17,8,17,7,25,17,7,12,11,28,14,23,12,28,11,10,27,13,5,6,30,14,26,12,9,19,22,24,12,27,29,11,15,13,13,12,21,16,11,15,21,4,17,15,7,5,3,7,12,13,12,20,17,28,14,8,27,24,8,11,5,27,21,1,1,23,27,24,28,29,27,15,6,21,20,5,18,13,14,3,6,4,3,2,4,25,28,11,3,8,25,24,11,1,6,1,13,30,4,11,14,25,30,20,24,13,7,19,20,26,24,17,27,7,27,7,8,16,26,21,23,17,3,15,5,19,14,20,26,17,3,2,2,21,2,20,20,5,25,26,29,18,30,23,18,5,13,12,18,7,23,14,25,29,4,13,19,3,7,23,12,26,25,16,16,16,11,15,22,3,17,26,6,13,8,21,2,6,12,11,23,5,28,7
514103,2013,11,19,8,20,28,5,23,16,3,7,18,27,29,14,2,4,18,1,6,19,11,8,6,2,16,1,3,6,2,21,19,19,17,11,5,7,25,12,11,5,8,2,6,16,12,17,8,7,27,11,11,15,19,3,3,29,12,9,16,8,10,16,6,19,21,2,3,22,9,25,6,15,8,4,11,23,23,26,4,11,9,11,28,7,13,5,7,18,12,4,14,11,26,6,10,11,2,1,12,23,10,7,14,18,3,1,21,19,24,12,11,15,19,25,20,15,21,2,3,16,19,15,17,15,20,22,1,21,5,15,26,12,9,15,8,4,14,17,23,8,18,26,8,24,13,4,1,8,17,20,7,4,8,12,1,15,14,4,15,18,15,2,27,3,12,17,13,6,12,29,3,13,15,16,5,13,12,14,22,10,16,15,3,16,2,13,6,27,22,6,7,23,27,10,24,16,7,20,20,19,18,13,2,4,8,13,5,19,11,8,6,18,2,11,20,4,20,9,28,17,6,2,6,23,12,19,27,12,12,21,4,26,8,23,4,6,24,22,14,15,1,27,12,4,5,11,11,10,6,17
514200,2001,7,17,10,3,4,7,3,13,1,31,11,8,17,3,14,4,2,9,7,10,11,18,4,19,7,27,11,7,4,12,14,32,21,30,23,6,13,29,6,2,10,15,6,16,9,19,2,6,11,12,1,14,16,9,4,25,11,28,5,2,14,6,6,27,17,8,4,31,5,12,14,23,15,5,19,16,14,32,8,11,23,12,3,21,4,27,16,12,8,32,9,6,3,27,7,5,1,20,26,18,27,3,11,23,21,19,18,2,13,17,30,5,16,19,29,28,10,2,12,26,3,7,28,12,8,19,2,21,5,22,6,22,25,17,8,25,1,7,7,9,8,4,5,12,27,15,17,24,28,20,14,11,16,9,18,16,29,14,19,14,26,12,5,14,14,16,6,14,12,31,13,14,18,31,21,23,2,25,4,1,23,29,25,23,5,24,14,10,25,23,4,9,3,26,18,11,33,25,19,2,1,6,21,2,13,10,4,11,8,10,11,28,8,8,10,27,25,13,31,5,6,24,4,2,13,6,9,19,4,10,22,11,16,3,13,11,20,19,5,23,22,15,20,14,5,8,15,4,14,11
514200,2006,9,3,4,28,4,4,16,9,6,7,7,6,11,29,9,29,21,7,11,4,12,26,28,7,25,30,23,5,8,6,9,16,7,28,13,17,2,22,3,9,15,18,23,26,24,10,27,8,29,13,1,20,14,2,30,2,15,11,9,13,10,9,26,7,3,13,17,8,17,7,25,17,7,12,11,28,14,23,12,28,11,10,27,13,5,6,30,14,26,12,9,19,22,24,12,27,29,11,15,13,13,12,21,16,11,15,21,4,17,15,7,5,3,7,12,13,12,20,17,28,14,8,27,24,8,11,5,27,21,1,1,23,27,24,28,29,27,15,6,21,20,5,18,13,14,3,6,4,3,2,4,25,28,11,3,8,25,24,11,1,6,1,13,30,4,11,14,25,30,20,24,13,7,19,20,26,24,17,27,7,27,7,8,16,26,21,23,17,3,15,5,19,14,20,26,17,3,2,2,21,2,20,20,5,25,26,29,18,30,23,18,5,13,12,18,7,23,14,25,29,4,13,19,3,7,23,12,26,25,16,16,16,11,15,22,3,17,26,6,13,8,21,2,6,12,11,23,5,28,7
514200,2013,11,19,8,20,28,5,23,16,3,7,18,27,29,14,2,4,18,1,6,19,11,8,6,2,16,1,3,6,2,21,19,19,17,11,5,7,25,12,11,5,8,2,6,16,12,17,8,7,27,11,11,15,19,3,3,29,12,9,16,8,10,16,6,19,21,2,3,22,9,25,6,15,8,4,11,23,23,26,4,11,9,11,28,7,13,5,7,18,12,4,14,11,26,6,10,11,2,1,12,23,10,7,14,18,3,1,21,19,24,12,11,15,19,25,20,15,21,2,3,16,19,15,17,15,20,22,1,21,5,15,26,12,9,15,8,4,14,17,23,8,18,26,8,24,13,4,1,8,17,20,7,4,8,12,1,15,14,4,15,18,15,2,27,3,12,17,13,6,12,29,3,13,15,16,5,13,12,14,22,10,16,15,3,16,2,13,6,27,22,6,7,23,27,10,24,16,7,20,20,19,18,13,2,4,8,13,5,19,11,8,6,18,2,11,20,4,20,9,28,17,6,2,6,23,12,19,27,12,12,21,4,26,8,23,4,6,24,22,14,15,1,27,12,4,5,11,11,10,6,17
514301,2001,7,17,10,3,4,7,3,13,1,31,11,8,17,3,14,4,2,9,7,10,11,18,4,19,7,27,11,7,4,12,14,32,21,30,23,6,13,29,6,2,10,15,6,16,9,19,2,6,11,12,1,14,16,9,4,25,11,28,5,2,14,6,6,27,17,8,4,31,5,12,14,23,15,5,19,16,14,32,8,11,23,12,3,21,4,27,16,12,8,32,9,6,3,27,7,5,1,20,26,18,27,3,11,23,21,19,18,2,13,17,30,5,16,19,29,28,10,2,12,26,3,7,28,12,8,19,2,21,5,22,6,22,25,17,8,25,1,7,7,9,8,4,5,12,27,15,17,24,28,20,14,11,16,9,18,16,29,14,19,14,26,12,5,14,14,16,6,14,12,31,13,14,18,31,21,23,2,25,4,1,23,29,25,23,5,24,14,10,25,23,4,9,3,26,18,11,33,25,19,2,1,6,21,2,13,10,4,11,8,10,11,28,8,8,10,27,25,13,31,5,6,24,4,2,13,6,9,19,4,10,22,11,16,3,13,11,20,19,5,23,22,15,20,14,5,8,15,4,14,11
514301,2006,9,3,4,28,4,4,16,9,6,7,7,6,11,29,9,29,21,7,11,4,12,26,28,7,25,30,23,5,8,6,9,16,7,28,13,17,2,22,3,9,15,18,23,26,24,10,27,8,29,13,1,20,14,2,30,2,15,11,9,13,10,9,26,7,3,13,17,8,17,7,25,17,7,12,11,28,14,23,12,28,11,10,27,13,5,6,30,14,26,12,9,19,22,24,12,27,29,11,15,13,13,12,21,16,11,15,21,4,17,15,7,5,3,7,12,13,12,20,17,28,14,8,27,24,8,11,5,27,21,1,1,23,27,24,28,29,27,15,6,21,20,5,18,13,14,3,6,4,3,2,4,25,28,11,3,8,25,24,11,1,6,1,13,30,4,11,14,25,30,20,24,13,7,19,20,26,24,17,27,7,27,7,8,16,26,21,23,17,3,15,5,19,14,20,26,17,3,2,2,21,2,20,20,5,25,26,29,18,30,23,18,5,13,12,18,7,23,14,25,29,4,13,19,3,7,23,12,26,25,16,16,16,11,15,22,3,17,26,6,13,8,21,2,6,12,11,23,5,28,7
514301,2013,11,19,8,20,28,5,23,16,3,7,18,27,29,14,2,4,18,1,6,19,11,8,6,2,16,1,3,6,2,21,19,19,17,11,5,7,25,12,11,5,8,2,6,16,12,17,8,7,27,11,11,15,19,3,3,29,12,9,16,8,10,16,6,19,21,2,3,22,9,25,6,15,8,4,11,23,23,26,4,11,9,11,28,7,13,5,7,18,12,4,14,11,26,6,10,11,2,1,12,23,10,7,14,18,3,1,21,19,24,12,11,15,19,25,20,15,21,2,3,16,19,15,17,15,20,22,1,21,5,15,26,12,9,15,8,4,14,17,23,8,18,26,8,24,13,4,1,8,17,20,7,4,8,12,1,15,14,4,15,18,15,2,27,3,12,17,13,6,12,29,3,13,15,16,5,13,12,14,22,10,16,15,3,16,2,13,6,27,22,6,7,23,27,10,24,16,7,20,20,19,18,13,2,4,8,13,5,19,11,8,6,18,2,11,20,4,20,9,28,17,6,2,6,23,12,19,27,12,12,21,4,26,8,23,4,6,24,22,14,15,1,27,12,4,5,11,11,10,6,17
514302,2001,7,17,10,3,4,7,3,13,1,31,11,8,17,3,14,4,2,9,7,10,11,18,4,19,7,27,11,7,4,12,14,32,21,30,23,6,13,29,6,2,10,15,6,16,9,19,2,6,11,12,1,14,16,9,4,25,11,28,5,2,14,6,6,27,17,8,4,31,5,12,14,23,15,5,19,16,14,32,8,11,23,12,3,21,4,27,16,12,8,32,9,6,3,27,7,5,1,20,26,18,27,3,11,23,21,19,18,2,13,17,30,5,16,19,29,28,10,2,12,26,3,7,28,12,8,19,2,21,5,22,6,22,25,17,8,25,1,7,7,9,8,4,5,12,27,15,17,24,28,20,14,11,16,9,18,16,29,14,19,14,26,12,5,14,14,16,6,14,12,31,13,14,18,31,21,23,2,25,4,1,23,29,25,23,5,24,14,10,25,23,4,9,3,26,18,11,33,25,19,2,1,6,21,2,13,10,4,11,8,10,11,28,8,8,10,27,25,13,31,5,6,24,4,2,13,6,9,19,4,10,22,11,16,3,13,11,20,19,5,23,22,15,20,14,5,8,15,4,14,11
514302,2006,9,3,4,28,4,4,16,9,6,7,7,6,11,29,9,29,21,7,11,4,12,26,28,7,25,30,23,5,8,6,9,16,7,28,13,17,2,22,3,9,15,18,23,26,24,10,27,8,29,13,1,20,14,2,30,2,15,11,9,13,10,9,26,7,3,13,17,8,17,7,25,17,7,12,11,28,14,23,12,28,11,10,27,13,5,6,30,14,26,12,9,19,22,24,12,27,29,11,15,13,13,12,21,16,11,15,21,4,17,15,7,5,3,7,12,13,12,20,17,28,14,8,27,24,8,11,5,27,21,1,1,23,27,24,28,29,27,15,6,21,20,5,18,13,14,3,6,4,3,2,4,25,28,11,3,8,25,24,11,1,6,1,13,30,4,11,14,25,30,20,24,13,7,19,20,26,24,17,27,7,27,7,8,16,26,21,23,17,3,15,5,19,14,20,26,17,3,2,2,21,2,20,20,5,25,26,29,18,30,23,18,5,13,12,18,7,23,14,25,29,4,13,19,3,7,23,12,26,25,16,16,16,11,15,22,3,17,26,6,13,8,21,2,6,12,11,23,5,28,7
514302,2013,11,19,8,20,28,5,23,16,3,7,18,27,29,14,2,4,18,1,6,19,11,8,6,2,16,1,3,6,2,21,19,19,17,11,5,7,25,12,11,5,8,2,6,16,12,17,8,7,27,11,11,15,19,3,3,29,12,9,16,8,10,16,6,19,21,2,3,22,9,25,6,15,8,4,11,23,23,26,4,11,9,11,28,7,13,5,7,18,12,4,14,11,26,6,10,11,2,1,12,23,10,7,14,18,3,1,21,19,24,12,11,15,19,25,20,15,21,2,3,16,19,15,17,15,20,22,1,21,5,15,26,12,9,15,8,4,14,17,23,8,18,26,8,24,13,4,1,8,17,20,7,4,8,12,1,15,14,4,15,18,15,2,27,3,12,17,13,6,12,29,3,13,15,16,5,13,12,14,22,10,16,15,3,16,2,13,6,27,22,6,7,23,27,10,24,16,7,20,20,19,18,13,2,4,8,13,5,19,11,8,6,18,2,11,20,4,20,9,28,17,6,2,6,23,12,19,27,12,12,21,4,26,8,23,4,6,24,22,14,15,1,27,12,4,5,11,11,10,6,17
514401,2001,7,17,10,3,4,7,3,13,1,31,11,8,17,3,14,4,2,9,7,10,11,18,4,19,7,27,11,7,4,12,14,32,21,30,23,6,13,29,6,2,10,15,6,16,9,19,2,6,11,12,1,14,16,9,4,25,11,28,5,2,14,6,6,27,17,8,4,31,5,12,14,23,15,5,19,16,14,32,8,11,23,12,3,21,4,27,16,12,8,32,9,6,3,27,7,5,1,20,26,18,27,3,11,23,21,19,18,2,13,17,30,5,16,19,29,28,10,2,12,26,3,7,28,12,8,19,2,21,5,22,6,22,25,17,8,25,1,7,7,9,8,4,5,12,27,15,17,24,28,20,14,11,16,9,18,16,29,14,19,14,26,12,5,14,14,16,6,14,12,31,13,14,18,31,21,23,2,25,4,1,23,29,25,23,5,24,14,10,25,23,4,9,3,26,18,11,33,25,19,2,1,6,21,2,13,10,4,11,8,10,11,28,8,8,10,27,25,13,31,5,6,24,4,2,13,6,9,19,4,10,22,11,16,3,13,11,20,19,5,23,22,15,20,14,5,8,15,4,14,11
514401,2006,9,3,4,28,4,4,16,9,6,7,7,6,11,29,9,29,21,7,11,4,12,26,28,7,25,30,23,5,8,6,9,16,7,28,13,17,2,22,3,9,15,18,23,26,24,10,27,8,29,13,1,20,14,2,30,2,15,11,9,13,10,9,26,7,3,13,17,8,17,7,25,17,7,12,11,28,14,23,12,28,11,10,27,13,5,6,30,14,26,12,9,19,22,24,12,27,29,11,15,13,13,12,21,16,11,15,21,4,17,15,7,5,3,7,12,13,12,20,17,28,14,8,27,24,8,11,5,27,21,1,1,23,27,24,28,29,27,15,6,21,20,5,18,13,14,3,6,4,3,2,4,25,28,11,3,8,25,24,11,1,6,1,13,30,4,11,14,25,30,20,24,13,7,19,20,26,24,17,27,7,27,7,8,16,26,21,23,17,3,15,5,19,14,20,26,17,3,2,2,21,2,20,20,5,25,26,29,18,30,23,18,5,13,12,18,7,23,14,25,29,4,13,19,3,7,23,12,26,25,16,16,16,11,15,22,3,17,26,6,13,8,21,2,6,12,11,23,5,28,7
514401,2013,11,19,8,20,28,5,23,16,3,7,18,27,29,14,2,4,18,1,6,19,11,8,6,2,16,1,3,6,2,21,19,19,17,11,5,7,25,12,11,5,8,2,6,16,12,17,8,7,27,11,11,15,19,3,3,29,12,9,16,8,10,16,6,19,21,2,3,22,9,25,6,15,8,4,11,23,23,26,4,11,9,11,28,7,13,5,7,18,12,4,14,11,26,6,10,11,2,1,12,23,10,7,14,18,3,1,21,19,24,12,11,15,19,25,20,15,21,2,3,16,19,15,17,15,20,22,1,21,5,15,26,12,9,15,8,4,14,17,23,8,18,26,8,24,13,4,1,8,17,20,7,4,8,12,1,15,14,4,15,18,15,2,27,3,12,17,13,6,12,29,3,13,15,16,5,13,12,14,22,10,16,15,3,16,2,13,6,27,22,6,7,23,27,10,24,16,7,20,20,19,18,13,2,4,8,13,5,19,11,8,6,18,2,11,20,4,20,9,28,17,6,2,6,23,12,19,27,12,12,21,4,26,8,23,4,6,24,22,14,15,1,27,12,4,5,11,11,10,6,17
514402,2001,7,17,10,3,4,7,3,13,1,31,11,8,17,3,14,4,2,9,7,10,11,18,4,19,7,27,11,7,4,12,14,32,21,30,23,6,13,29,6,2,10,15,6,16,9,19,2,6,11,12,1,14,16,9,4,25,11,28,5,2,14,6,6,27,17,8,4,31,5,12,14,23,15,5,19,16,14,32,8,11,23,12,3,21,4,27,16,12,8,32,9,6,3,27,7,5,1,20,26,18,27,3,11,23,21,19,18,2,13,17,30,5,16,19,29,28,10,2,12,26,3,7,28,12,8,19,2,21,5,22,6,22,25,17,8,25,1,7,7,9,8,4,5,12,27,15,17,24,28,20,14,11,16,9,18,16,29,14,19,14,26,12,5,14,14,16,6,14,12,31,13,14,18,31,21,23,2,25,4,1,23,29,25,23,5,24,14,10,25,23,4,9,3,26,18,11,33,25,19,2,1,6,21,2,13,10,4,11,8,10,11,28,8,8,10,27,25,13,31,5,6,24,4,2,13,6,9,19,4,10,22,11,16,3,13,11,20,19,5,23,22,15,20,14,5,8,15,4,14,11
514402,2006,9,3,4,28,4,4,16,9,6,7,7,6,11,29,9,29,21,7,11,4,12,26,28,7,25,30,23,5,8,6,9,16,7,28,13,17,2,22,3,9,15,18,23,26,24,10,27,8,29,13,1,20,14,2,30,2,15,11,9,13,10,9,26,7,3,13,17,8,17,7,25,17,7,12,11,28,14,23,12,28,11,10,27,13,5,6,30,14,26,12,9,19,22,24,12,27,29,11,15,13,13,12,21,16,11,15,21,4,17,15,7,5,3,7,12,13,12,20,17,28,14,8,27,24,8,11,5,27,21,1,1,23,27,24,28,29,27,15,6,21,20,5,18,13,14,3,6,4,3,2,4,25,28,11,3,8,25,24,11,1,6,1,13,30,4,11,14,25,30,20,24,13,7,19,20,26,24,17,27,7,27,7,8,16,26,21,23,17,3,15,5,19,14,20,26,17,3,2,2,21,2,20,20,5,25,26,29,18,30,23,18,5,13,12,18,7,23,14,25,29,4,13,19,3,7,23,12,26,25,16,16,16,11,15,22,3,17,26,6,13,8,21,2,6,12,11,23,5,28,7
514402,2013,11,19,8,20,28,5,23,16,3,7,18,27,29,14,2,4,18,1,6,19,11,8,6,2,16,1,3,6,2,21,19,19,17,11,5,7,25,12,11,5,8,2,6,16,12,17,8,7,27,11,11,15,19,3,3,29,12,9,16,8,10,16,6,19,21,2,3,22,9,25,6,15,8,4,11,23,23,26,4,11,9,11,28,7,13,5,7,18,12,4,14,11,26,6,10,11,2,1,12,23,10,7,14,18,3,1,21,19,24,12,11,15,19,25,20,15,21,2,3,16,19,15,17,15,20,22,1,21,5,15,26,12,9,15,8,4,14,17,23,8,18,26,8,24,13,4,1,8,17,20,7,4,8,12,1,15,14,4,15,18,15,2,27,3,12,17,13,6,12,29,3,13,15,16,5,13,12,14,22,10,16,15,3,16,2,13,6,27,22,6,7,23,27,10,24,16,7,20,20,19,18,13,2,4,8,13,5,19,11,8,6,18,2,11,20,4,20,9,28,17,6,2,6,23,12,19,27,12,12,21,4,26,8,23,4,6,24,22,14,15,1,27,12,4,5,11,11,10,6,17
514500,2001,7,17,10,3,4,7,3,13,1,31,11,8,17,3,14,4,2,9,7,10,11,18,4,19,7,27,11,7,4,12,14,32,21,30,23,6,13,29,6,2,10,15,6,16,9,19,2,6,11,12,1,14,16,9,4,25,11,28,5,2,14,6,6,27,17,8,4,31,5,12,14,23,15,5,19,16,14,32,8,11,23,12,3,21,4,27,16,12,8,32,9,6,3,27,7,5,1,20,26,18,27,3,11,23,21,19,18,2,13,17,30,5,16,19,29,28,10,2,12,26,3,7,28,12,8,19,2,21,5,22,6,22,25,17,8,25,1,7,7,9,8,4,5,12,27,15,17,24,28,20,14,11,16,9,18,16,29,14,19,14,26,12,5,14,14,16,6,14,12,31,13,14,18,31,21,23,2,25,4,1,23,29,25,23,5,24,14,10,25,23,4,9,3,26,18,11,33,25,19,2,1,6,21,2,13,10,4,11,8,10,11,28,8,8,10,27,25,13,31,5,6,24,4,2,13,6,9,19,4,10,22,11,16,3,13,11,20,19,5,23,22,15,20,14,5,8,15,4,14,11
514500,2006,9,3,4,28,4,4,16,9,6,7,7,6,11,29,9,29,21,7,11,4,12,26,28,7,25,30,23,5,8,6,9,16,7,28,13,17,2,22,3,9,15,18,23,26,24,10,27,8,29,13,1,20,14,2,30,2,15,11,9,13,10,9,26,7,3,13,17,8,17,7,25,17,7,12,11,28,14,23,12,28,11,10,27,13,5,6,30,14,26,12,9,19,22,24,12,27,29,11,15,13,13,12,21,16,11,15,21,4,17,15,7,5,3,7,12,13,12,20,17,28,14,8,27,24,8,11,5,27,21,1,1,23,27,24,28,29,27,15,6,21,20,5,18,13,14,3,6,4,3,2,4,25,28,11,3,8,25,24,11,1,6,1,13,30,4,11,14,25,30,20,24,13,7,19,20,26,24,17,27,7,27,7,8,16,26,21,23,17,3,15,5,19,14,20,26,17,3,2,2,21,2,20,20,5,25,26,29,18,30,23,18,5,13,12,18,7,23,14,25,29,4,13,19,3,7,23,12,26,25,16,16,16,11,15,22,3,17,26,6,13,8,21,2,6,12,11,23,5,28,7
514500,2013,11,19,8,20,28,5,23,16,3,7,18,27,29,14,2,4,18,1,6,19,11,8,6,2,16,1,3,6,2,21,19,19,17,11,5,7,25,12,11,5,8,2,6,16,12,17,8,7,27,11,11,15,19,3,3,29,12,9,16,8,10,16,6,19,21,2,3,22,9,25,6,15,8,4,11,23,23,26,4,11,9,11,28,7,13,5,7,18,12,4,14,11,26,6,10,11,2,1,12,23,10,7,14,18,3,1,21,19,24,12,11,15,19,25,20,15,21,2,3,16,19,15,17,15,20,22,1,21,5,15,26,12,9,15,8,4,14,17,23,8,18,26,8,24,13,4,1,8,17,20,7,4,8,12,1,15,14,4,15,18,15,2,27,3,12,17,13,6,12,29,3,13,15,16,5,13,12,14,22,10,16,15,3,16,2,13,6,27,22,6,7,23,27,10,24,16,7,20,20,19,18,13,2,4,8,13,5,19,11,8,6,18,2,11,20,4,20,9,28,17,6,2,6,23,12,19,27,12,12,21,4,26,8,23,4,6,24,22,14,15,1,27,12,4,5,11,11,10,6,17
514600,2001,7,17,10,3,4,7,3,13,1,31,11,8,17,3,14,4,2,9,7,10,11,18,4,19,7,27,11,7,4,12,14,32,21,30,23,6,13,29,6,2,10,15,6,16,9,19,2,6,11,12,1,14,16,9,4,25,11,28,5,2,14,6,6,27,17,8,4,31,5,12,14,23,15,5,19,16,14,32,8,11,23,12,3,21,4,27,16,12,8,32,9,6,3,27,7,5,1,20,26,18,27,3,11,23,21,19,18,2,13,17,30,5,16,19,29,28,10,2,12,26,3,7,28,12,8,19,2,21,5,22,6,22,25,17,8,25,1,7,7,9,8,4,5,12,27,15,17,24,28,20,14,11,16,9,18,16,29,14,19,14,26,12,5,14,14,16,6,14,12,31,13,14,18,31,21,23,2,25,4,1,23,29,25,23,5,24,14,10,25,23,4,9,3,26,18,11,33,25,19,2,1,6,21,2,13,10,4,11,8,10,11,28,8,8,10,27,25,13,31,5,6,24,4,2,13,6,9,19,4,10,22,11,16,3,13,11,20,19,5,23,22,15,20,14,5,8,15,4,14,11
514600,2006,9,3,4,28,4,4,16,9,6,7,7,6,11,29,9,29,21,7,11,4,12,26,28,7,25,30,23,5,8,6,9,16,7,28,13,17,2,22,3,9,15,18,23,26,24,10,27,8,29,13,1,20,14,2,30,2,15,11,9,13,10,9,26,7,3,13,17,8,17,7,25,17,7,12,11,28,14,23,12,28,11,10,27,13,5,6,30,14,26,12,9,19,22,24,12,27,29,11,15,13,13,12,21,16,11,15,21,4,17,15,7,5,3,7,12,13,12,20,17,28,14,8,27,24,8,11,5,27,21,1,1,23,27,24,28,29,27,15,6,21,20,5,18,13,14,3,6,4,3,2,4,25,28,11,3,8,25,24,11,1,6,1,13,30,4,11,14,25,30,20,24,13,7,19,20,26,24,17,27,7,27,7,8,16,26,21,23,17,3,15,5,19,14,20,26,17,3,2,2,21,2,20,20,5,25,26,29,18,30,23,18,5,13,12,18,7,23,14,25,29,4,13,19,3,7,23,12,26,25,16,16,16,11,15,22,3,17,26,6,13,8,21,2,6,12,11,23,5,28,7
514600,2013,11,19,8,20,28,5,23,16,3,7,18,27,29,14,2,4,18,1,6,19,11,8,6,2,16,1,3,6,2,21,19,19,17,11,5,7,25,12,11,5,8,2,6,16,12,17,8,7,27,11,11,15,19,3,3,29,12,9,16,8,10,16,6,19,21,2,3,22,9,25,6,15,8,4,11,23,23,26,4,11,9,11,28,7,13,5,7,18,12,4,14,11,26,6,10,11,2,1,12,23,10,7,14,18,3,1,21,19,24,12,11,15,19,25,20,15,21,2,3,16,19,15,17,15,20,22,1,21,5,15,26,12,9,15,8,4,14,17,23,8,18,26,8,24,13,4,1,8,17,20,7,4,8,12,1,15,14,4,15,18,15,2,27,3,12,17,13,6,12,29,3,13,15,16,5,13,12,14,22,10,16,15,3,16,2,13,6,27,22,6,7,23,27,10,24,16,7,20,20,19,18,13,2,4,8,13,5,19,11,8,6,18,2,11,20,4,20,9,28,17,6,2,6,23,12,19,27,12,12,21,4,26,8,23,4,6,24,22,14,15,1,27,12,4,5,11,11,10,6,17
514700,2001,7,17,10,3,4,7,3,13,1,31,11,8,17,3,14,4,2,9,7,10,11,18,4,19,7,27,11,7,4,12,14,32,21,30,23,6,13,29,6,2,10,15,6,16,9,19,2,6,11,12,1,14,16,9,4,25,11,28,5,2,14,6,6,27,17,8,4,31,5,12,14,23,15,5,19,16,14,32,8,11,23,12,3,21,4,27,16,12,8,32,9,6,3,27,7,5,1,20,26,18,27,3,11,23,21,19,18,2,13,17,30,5,16,19,29,28,10,2,12,26,3,7,28,12,8,19,2,21,5,22,6,22,25,17,8,25,1,7,7,9,8,4,5,12,27,15,17,24,28,20,14,11,16,9,18,16,29,14,19,14,26,12,5,14,14,16,6,14,12,31,13,14,18,31,21,23,2,25,4,1,23,29,25,23,5,24,14,10,25,23,4,9,3,26,18,11,33,25,19,2,1,6,21,2,13,10,4,11,8,10,11,28,8,8,10,27,25,13,31,5,6,24,4,2,13,6,9,19,4,10,22,11,16,3,13,11,20,19,5,23,22,15,20,14,5,8,15,4,14,11
