year,ur_lma,ur_sub_lma,wp_lma,wp_sub_lma,flow
2013,24,1,24,6,3186
2013,24,1,24,7,15
2013,24,1,26,2,33
2013,24,1,26,4,6
2013,24,2,24,1,45
2013,24,2,24,2,2346
2013,24,2,24,3,639
2013,24,2,24,4,507
2013,24,2,24,5,219
2013,24,2,24,6,255
2013,24,2,26,1,12
2013,24,2,26,2,21
2013,24,3,24,1,270
2013,24,3,24,2,270
2013,24,3,24,3,16647
2013,24,3,24,4,6423
2013,24,3,24,5,3825
2013,24,3,24,6,4290
2013,24,3,24,7,45
2013,24,3,26,1,21
2013,24,3,26,2,222
2013,24,3,26,3,6
2013,24,3,26,4,18
2013,24,3,26,5,27
2013,24,4,22,1,6
2013,24,4,22,3,6
2013,24,4,24,1,1284
2013,24,4,24,2,153
2013,24,4,24,3,6753
2013,24,4,24,4,31257
2013,24,4,24,5,6771
2013,24,4,24,6,11610
2013,24,4,24,7,51
2013,24,4,26,1,6
2013,24,4,26,2,99
2013,24,4,26,3,9
2013,24,4,26,4,15
2013,24,4,26,5,39
2013,24,5,24,1,198
2013,24,5,24,2,42
2013,24,5,24,3,3339
2013,24,5,24,4,5508
2013,24,5,24,5,7380
2013,24,5,24,6,5301
2013,24,5,24,7,33
2013,24,5,26,2,27
2013,24,5,26,5,18
2013,24,6,22,3,6
2013,24,6,24,1,867
2013,24,6,24,2,69
2013,24,6,24,3,4614
2013,24,6,24,4,12171
2013,24,6,24,5,6321
2013,24,6,24,6,25398
2013,24,6,24,7,78
2013,24,6,26,1,9
2013,24,6,26,2,63
2013,24,6,26,4,6
2013,24,6,26,5,15
2013,24,7,24,1,18
2013,24,7,24,3,219
2013,24,7,24,4,303
2013,24,7,24,5,216
2013,24,7,24,6,405
2013,24,7,24,7,1416
2013,25,1,25,1,267
2013,26,1,24,2,24
2013,26,1,24,3,27
2013,26,1,24,4,18
2013,26,1,24,5,9
2013,26,1,26,1,1725
2013,26,1,26,2,318
2013,26,1,26,3,45
2013,26,1,26,4,12
2013,26,1,26,5,9
2013,26,2,24,1,15
2013,26,2,24,2,63
2013,26,2,24,3,276
2013,26,2,24,4,126
2013,26,2,24,5,69
2013,26,2,24,6,96
2013,26,2,26,1,141
2013,26,2,26,2,8466
2013,26,2,26,3,228
2013,26,2,26,4,54
2013,26,2,26,5,42
2013,26,3,24,3,18
2013,26,3,24,4,9
2013,26,3,24,6,9
2013,26,3,26,1,36
2013,26,3,26,2,624
2013,26,3,26,3,1662
2013,26,3,26,4,33
2013,26,3,26,5,15
2013,26,4,24,3,33
2013,26,4,24,4,24
2013,26,4,24,5,6
2013,26,4,24,6,24
2013,26,4,26,1,18
2013,26,4,26,2,75
2013,26,4,26,3,24
2013,26,4,26,4,3540
2013,26,4,26,5,1080
2013,26,4,26,6,15
2013,26,4,26,7,9
2013,26,5,24,2,9
2013,26,5,24,3,48
2013,26,5,24,4,33
2013,26,5,24,5,18
2013,26,5,24,6,36
2013,26,5,26,1,6
2013,26,5,26,2,66
2013,26,5,26,4,930
2013,26,5,26,5,12444
2013,26,5,26,6,48
2013,26,5,26,7,90
2013,26,5,26,8,21
2013,26,6,26,2,9
2013,26,6,26,4,24
2013,26,6,26,5,105
2013,26,6,26,6,2448
2013,26,6,26,7,12
2013,26,6,26,8,66
2013,26,7,26,4,36
2013,26,7,26,5,390
2013,26,7,26,6,30
2013,26,7,26,7,2298
2013,26,7,26,8,144
2013,26,8,26,5,36
2013,26,8,26,6,45
2013,26,8,26,7,39
2013,26,8,26,8,6483
2013,26,8,27,1,63
2013,26,8,27,4,24
2013,26,8,27,5,6
2013,26,8,27,6,63
2013,26,8,27,7,6
2013,26,8,28,3,9
2013,27,1,26,8,27
2013,27,1,27,1,1206
2013,27,1,27,2,6
2013,27,1,27,3,39
2013,27,1,27,4,186
2013,27,1,27,5,42
2013,27,1,27,6,717
2013,27,1,28,3,6
2013,27,2,27,1,12
2013,27,2,27,2,267
2013,27,2,27,4,6
2013,27,2,27,5,15
2013,27,2,27,6,12
2013,27,3,27,1,12
2013,27,3,27,3,357
2013,27,3,27,4,165
2013,27,3,27,5,27
2013,27,3,27,6,576
2013,27,4,26,8,48
2013,27,4,27,1,108
2013,27,4,27,2,12
2013,27,4,27,3,132
2013,27,4,27,4,4794
2013,27,4,27,5,672
2013,27,4,27,6,6141
2013,27,4,27,7,138
2013,27,4,27,8,9
2013,27,4,28,3,21
2013,27,5,26,8,21
2013,27,5,27,1,45
2013,27,5,27,2,18
2013,27,5,27,3,51
2013,27,5,27,4,1032
2013,27,5,27,5,2925
2013,27,5,27,6,2151
2013,27,5,27,7,135
2013,27,5,27,8,9
2013,27,5,28,3,9
2013,27,5,29,5,6
2013,27,6,26,8,96
2013,27,6,27,1,201
2013,27,6,27,2,12
2013,27,6,27,3,255
2013,27,6,27,4,4044
2013,27,6,27,5,846
2013,27,6,27,6,18888
2013,27,6,27,7,162
2013,27,6,27,8,12
2013,27,6,28,2,6
2013,27,6,28,3,42
2013,27,6,29,5,9
2013,27,7,27,1,9
2013,27,7,27,4,105
2013,27,7,27,5,87
2013,27,7,27,6,201
2013,27,7,27,7,5598
2013,27,7,27,8,39
2013,27,7,28,3,12
2013,27,7,29,4,21
2013,27,7,29,5,87
2013,27,8,27,4,9
2013,27,8,27,5,12
2013,27,8,27,6,24
2013,27,8,27,7,81
2013,27,8,27,8,1023
2013,27,8,28,1,18
2013,27,8,29,4,6
2013,27,8,29,5,72
2013,28,1,27,6,9
2013,28,1,27,7,9
2013,28,1,27,8,12
2013,28,1,28,1,600
2013,28,1,28,3,57
2013,28,2,27,1,6
2013,28,2,27,6,6
2013,28,2,28,2,789
2013,28,2,28,3,18
2013,28,3,26,8,21
2013,28,3,27,1,12
2013,28,3,27,4,36
2013,28,3,27,5,12
2013,28,3,27,6,69
2013,28,3,27,7,9
2013,28,3,27,8,6
2013,28,3,28,1,27
2013,28,3,28,2,42
2013,28,3,28,3,5937
2013,28,3,28,4,105
2013,28,3,28,5,285
2013,28,4,26,6,9
2013,28,4,28,3,135
2013,28,4,28,4,3873
2013,28,4,28,5,102
2013,28,5,28,3,84
2013,28,5,28,4,75
2013,28,5,28,5,8961
2013,28,5,28,6,51
2013,28,5,28,7,36
2013,28,5,29,1,27
2013,28,6,28,5,42
2013,28,6,28,6,129
2013,28,7,28,5,45
2013,28,7,28,7,72
2013,29,1,28,5,21
2013,29,1,29,1,2010
2013,29,1,29,2,27
2013,29,1,29,4,36
2013,29,1,29,5,9
2013,29,1,29,6,6
2013,29,1,29,10,15
2013,29,2,28,5,12
2013,29,2,29,1,51
2013,29,2,29,2,1257
2013,29,2,29,4,21
2013,29,2,29,5,162
2013,29,2,29,6,12
2013,29,3,27,7,6
2013,29,3,29,3,1446
2013,29,3,29,4,363
2013,29,3,29,5,147
2013,29,3,29,6,12
2013,29,3,29,7,12
2013,29,3,29,8,54
2013,29,3,29,9,9
2013,29,3,29,10,9
2013,29,4,27,7,12
2013,29,4,29,1,42
2013,29,4,29,2,15
2013,29,4,29,3,315
2013,29,4,29,4,18900
2013,29,4,29,5,183
2013,29,4,29,6,264
2013,29,4,29,7,495
2013,29,4,29,8,309
2013,29,4,29,9,225
2013,29,4,29,10,126
2013,29,5,27,6,18
2013,29,5,27,7,45
2013,29,5,27,8,30
2013,29,5,28,3,6
2013,29,5,28,5,6
2013,29,5,29,1,12
2013,29,5,29,2,57
2013,29,5,29,3,162
2013,29,5,29,4,162
2013,29,5,29,5,4485
2013,29,5,29,6,9
2013,29,5,29,7,12
2013,29,5,29,8,15
2013,29,5,29,10,6
2013,29,6,29,1,18
2013,29,6,29,2,21
2013,29,6,29,3,12
2013,29,6,29,4,336
2013,29,6,29,5,21
2013,29,6,29,6,1830
2013,29,6,29,7,42
2013,29,6,29,8,18
2013,29,6,29,10,57
2013,29,7,29,3,6
2013,29,7,29,4,327
2013,29,7,29,6,66
2013,29,7,29,7,501
2013,29,7,29,8,6
2013,29,7,29,10,30
2013,29,8,29,3,60
2013,29,8,29,4,261
2013,29,8,29,5,12
2013,29,8,29,7,15
2013,29,8,29,8,609
2013,29,9,29,4,192
2013,29,9,29,7,12
2013,29,9,29,8,6
2013,29,9,29,9,612
2013,29,10,29,1,21
2013,29,10,29,2,9
2013,29,10,29,3,18
2013,29,10,29,4,333
2013,29,10,29,5,12
2013,29,10,29,6,135
2013,29,10,29,7,66
2013,29,10,29,8,12
2013,29,10,29,10,2523
