au13,lma01,lma06,lma13,slma01,slma06,slma13
589700,24,23,24,3,4,4
589800,24,23,24,3,4,4
589900,24,23,24,3,4,4
590000,24,23,24,3,4,4
590100,24,23,24,3,4,4
590200,24,23,24,3,4,4
590300,24,23,24,6,3,5
590400,24,23,24,2,4,4
590501,24,23,24,7,5,6
590504,24,23,24,7,5,6
590505,24,23,24,7,5,6
590506,24,23,24,3,4,4
590507,24,23,24,3,1,1
590602,24,23,24,7,5,6
590603,24,23,24,7,5,6
590604,24,23,24,2,1,1
590701,24,23,24,3,4,4
590702,24,23,24,3,4,4
590800,24,23,24,3,4,4
590900,24,23,24,6,3,5
591101,24,23,24,6,3,5
591102,24,23,24,6,5,5
591200,24,23,24,7,5,6
591300,24,23,24,7,5,6
591500,24,23,24,7,5,6
591600,24,23,24,7,5,4
591700,24,23,24,7,5,6
591800,24,23,24,3,4,4
591900,24,23,24,3,4,4
592000,24,23,24,3,4,4
592100,24,23,24,7,5,4
592200,24,23,24,7,5,4
592300,24,23,24,7,5,4
592401,24,23,24,7,5,4
592402,24,23,24,7,5,4
592500,24,23,24,7,5,4
592600,24,23,24,7,5,4
592701,24,23,24,7,5,4
592702,24,23,24,7,5,6
592811,24,23,24,7,5,6
592812,24,23,24,7,5,6
592820,24,23,24,7,5,6
592900,24,23,24,7,5,6
593000,24,23,24,7,5,6
593100,24,23,24,7,5,6
593200,24,23,24,7,5,6
593300,24,23,24,7,5,6
593400,24,23,24,7,5,6
593501,24,23,24,7,5,6
593502,24,23,24,7,5,6
593600,24,23,24,7,5,6
593700,24,23,24,7,5,6
593800,24,23,24,7,5,6
593900,24,23,24,7,5,6
594010,24,23,24,7,5,6
594020,24,23,24,7,5,6
594100,24,23,24,7,5,6
594200,24,23,24,7,5,6
594300,24,23,24,7,5,6
594400,24,23,24,6,5,6
594500,24,23,24,7,5,6
594600,24,23,24,6,5,6
594700,24,23,24,6,3,5
594800,24,23,24,6,3,5
594900,24,23,24,6,3,5
595000,24,23,24,6,3,5
595100,24,23,24,6,3,5
595200,24,23,24,6,3,5
595300,24,23,24,6,3,5
595400,24,23,24,6,3,5
595500,24,23,24,6,5,5
595600,24,23,24,7,5,6
595700,24,23,24,7,5,6
595800,24,23,24,7,5,6
595900,24,23,24,7,5,6
596000,24,23,24,7,5,6
596102,24,23,24,7,5,6
596200,24,23,24,7,5,6
596400,24,23,24,7,5,6
596502,24,23,24,8,6,7
596503,24,23,24,8,6,7
596504,NA,NA,24,NA,NA,7
596600,24,23,24,8,6,7
596800,25,24,24,1,1,7
596901,25,24,24,2,2,7
596902,25,24,24,3,3,7
597000,26,25,25,1,1,1
597101,24,23,24,9,6,7
597200,24,23,24,5,3,3
597300,24,23,24,10,2,3
597400,24,23,24,10,2,3
597503,24,23,24,10,2,3
597506,24,23,24,10,2,3
597507,24,23,24,5,3,3
597508,24,23,24,5,3,3
597509,24,23,24,5,3,3
597510,24,23,24,5,3,3
597512,24,23,24,5,3,3
597513,24,23,24,5,3,3
597600,27,26,26,1,1,1
597712,27,26,26,2,2,2
597713,27,26,26,3,3,2
597714,27,26,26,4,4,2
597715,27,26,26,4,4,2
597720,27,26,26,1,1,1
597730,27,26,26,5,5,3
597741,27,26,26,6,6,2
597742,27,26,26,6,6,2
597811,27,26,26,4,4,2
597812,27,26,26,4,4,2
597820,27,26,26,4,4,2
597830,27,26,26,4,4,2
597840,27,26,26,4,4,2
597850,27,26,26,4,4,2
597860,27,26,26,4,4,2
598000,28,27,26,1,1,4
598201,28,27,26,2,2,5
598202,28,27,26,2,2,5
598311,28,27,26,3,1,4
598312,28,27,26,1,1,4
598313,28,27,26,4,3,5
598314,28,27,26,2,2,5
598320,28,27,26,4,3,5
598500,28,27,26,1,1,4
598600,28,27,26,1,1,4
598700,28,27,26,2,2,5
598800,28,27,26,2,2,5
598900,28,27,26,2,2,5
599000,28,27,26,2,2,5
599100,28,27,26,2,2,5
599200,28,27,26,2,2,5
599300,28,27,26,2,2,5
599400,28,27,26,2,2,5
599500,28,27,26,2,2,5
599600,28,27,26,2,2,5
599700,28,27,26,2,2,5
599800,28,27,26,2,2,5
599900,28,27,26,2,2,5
600100,28,27,26,5,4,6
600200,28,27,26,5,4,6
600312,28,27,26,5,4,6
600320,28,27,26,5,4,6
600323,28,27,26,5,4,6
600410,28,27,26,6,5,7
600420,28,27,26,2,2,5
600500,28,27,26,6,5,7
600600,28,27,26,7,6,8
600811,28,27,26,7,6,8
600812,28,27,26,7,6,8
600813,28,27,26,7,6,8
600822,28,27,26,8,7,6
600824,28,27,26,8,7,6
600826,28,27,26,7,6,8
600827,28,27,26,8,7,6
600828,28,27,26,7,6,8
600830,28,27,26,8,7,6
600831,28,27,26,8,7,6
600840,28,27,26,8,6,8
601010,28,27,26,7,6,8
601020,28,27,26,7,6,8
601030,28,27,26,7,6,8
601040,28,27,26,7,6,8
601200,29,28,27,1,1,1
601301,29,28,27,1,1,1
601302,29,28,27,2,2,2
601400,29,28,27,1,1,1
601500,29,28,27,3,3,3
601602,29,28,27,1,4,1
601603,29,28,27,1,1,1
601604,29,28,27,1,1,1
601605,29,28,27,1,4,1
601700,29,28,27,1,1,1
601900,29,28,27,4,5,4
602000,29,28,27,4,5,4
602100,29,28,27,4,5,4
602200,29,28,27,5,6,5
602300,29,28,27,2,2,2
602411,29,28,27,5,6,5
602412,29,28,27,5,6,5
602421,29,28,27,3,4,6
602422,29,28,27,5,5,4
602500,29,28,27,5,6,5
602600,29,28,27,2,2,2
602800,29,28,27,4,5,4
602900,29,28,27,6,4,6
603000,29,28,27,6,4,6
603100,29,28,27,6,4,6
603210,29,28,27,6,4,6
603220,29,28,27,6,4,6
603300,29,28,27,6,4,6
603400,29,28,27,6,4,6
603500,29,28,27,6,4,6
603601,29,28,27,6,4,6
603602,29,28,27,6,4,6
603710,29,28,27,6,4,6
603720,29,28,27,6,4,6
603810,29,28,27,6,4,6
603820,29,28,27,6,4,6
603910,29,28,27,6,4,6
603920,29,28,27,6,4,6
603930,29,28,27,4,5,6
604010,29,28,27,6,4,6
604020,29,28,27,6,4,6
604110,29,28,27,6,4,6
604120,29,28,27,6,4,6
604130,29,28,27,4,5,6
604210,29,28,27,4,5,4
604221,29,28,27,4,5,4
604222,29,28,27,6,4,4
604300,29,28,27,4,5,4
604410,29,28,27,4,5,4
604420,29,28,27,4,5,4
604500,29,28,27,4,5,4
604611,29,28,27,6,4,6
604612,29,28,27,6,4,6
604620,29,28,27,6,4,6
604710,29,28,27,6,4,6
604720,29,28,27,6,4,6
604810,29,28,27,6,4,6
604821,29,28,27,6,4,6
604822,29,28,27,6,4,6
604830,29,28,27,7,7,6
604901,29,28,27,7,7,6
604902,29,28,27,7,7,6
605100,29,28,27,3,3,3
605200,29,28,27,3,3,3
605400,29,28,27,4,5,4
605500,29,28,27,4,5,4
605600,29,28,27,4,5,4
605800,29,28,27,4,5,4
605910,29,28,27,4,5,4
605920,29,28,27,4,5,4
606100,29,28,27,5,6,5
606210,29,28,27,5,6,5
606220,29,28,27,5,6,5
606300,29,28,27,5,6,5
606500,29,28,27,8,8,7
606600,29,28,27,8,8,7
606700,29,28,27,8,8,7
606800,29,28,27,8,8,7
606900,29,28,27,8,8,7
607000,29,28,27,8,8,7
607100,29,28,27,8,8,7
607200,29,28,27,8,8,7
607300,29,28,27,8,8,7
607400,29,28,27,8,8,7
607501,30,29,28,1,1,1
607502,31,28,27,1,9,8
607600,31,28,27,1,9,8
607700,31,28,27,1,9,8
607800,30,29,28,1,1,1
607900,30,29,28,2,2,2
608000,30,29,28,2,2,2
608100,30,29,28,2,2,2
608302,30,29,28,3,3,3
608303,30,29,28,3,3,3
608304,30,29,28,4,4,4
608500,30,29,28,3,3,3
608600,30,29,28,5,5,3
608700,30,29,28,6,6,5
608800,30,29,28,4,4,4
609011,31,30,29,2,1,1
609013,30,29,28,7,7,6
609014,30,29,28,8,7,7
609022,30,29,28,6,6,5
609023,30,29,28,6,6,5
609027,30,29,28,6,6,5
609028,30,29,28,6,6,5
609029,30,29,28,4,4,4
609031,30,29,28,6,6,5
609032,30,29,28,6,6,5
609033,30,29,28,6,6,5
609034,30,29,28,6,6,5
609035,30,29,28,6,6,5
609200,30,29,28,6,6,5
609302,30,29,28,6,6,5
609303,30,29,28,6,6,5
609304,30,29,28,6,6,5
609400,31,30,29,3,2,2
609500,31,30,29,3,2,2
609600,31,30,29,3,2,2
609700,31,30,29,4,3,3
609800,31,30,29,4,3,3
609911,31,30,29,5,4,4
609912,31,30,29,5,5,4
609913,31,30,29,5,5,4
609914,31,30,29,5,5,4
609921,31,30,29,5,5,4
609922,31,30,29,5,5,4
610010,31,30,29,6,6,5
610020,31,30,29,3,2,2
610031,31,30,29,3,2,2
610032,31,30,29,6,6,5
610033,31,30,29,6,6,5
610040,31,30,29,7,7,6
610051,31,30,29,8,4,7
610052,31,30,29,8,5,4
610061,31,30,29,4,3,3
610062,31,30,29,5,5,4
610072,31,30,29,4,3,8
610073,31,30,29,4,3,8
610074,31,30,29,5,5,4
610075,31,30,29,5,5,4
610080,31,30,29,9,3,3
610090,31,30,29,8,5,4
610210,31,30,29,6,6,5
610220,31,30,29,6,6,5
610230,31,30,29,6,6,5
610240,31,30,29,6,6,5
610250,31,30,29,6,6,5
610400,31,30,29,6,6,5
610500,31,30,29,7,7,6
610601,31,30,29,5,5,4
610602,31,30,29,5,5,4
610700,31,30,29,5,5,4
610800,31,30,29,5,5,4
610900,31,30,29,5,5,4
611001,31,30,29,5,5,4
611002,31,30,29,5,5,4
611100,31,30,29,5,5,4
611210,31,30,29,5,5,4
611220,31,30,29,5,5,4
611300,31,30,29,5,5,4
611400,31,30,29,5,5,4
611500,31,30,29,5,5,4
611601,31,30,29,5,5,4
611602,31,30,29,5,5,4
611700,31,30,29,5,5,4
611800,31,30,29,5,5,4
611900,31,30,29,5,5,4
612100,31,30,29,10,8,9
612200,31,30,29,11,9,10
612300,31,30,29,11,9,10
612400,31,30,29,2,1,1
612500,31,30,29,12,9,10
612600,31,30,29,12,9,10
612712,31,30,29,2,1,1
612713,31,30,29,3,2,1
612714,31,30,29,2,1,1
612720,31,30,29,11,9,10
612730,31,30,29,12,9,10
612740,31,30,29,12,9,10
612801,31,30,29,12,9,10
612802,31,30,29,12,9,10
612901,31,30,29,2,1,1
613000,31,30,29,10,10,9
615900,NA,3,NA,NA,4,NA
616001,NA,4,5,NA,3,3
616200,NA,NA,5,NA,NA,3
616300,3,3,3,2,1,4
619302,8,8,7,2,4,6
626500,NA,NA,29,NA,NA,9
626700,NA,NA,29,NA,NA,10
626801,31,30,29,10,8,9
